regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,34820,52435624.20119128,1.5059053475356483e-05,0.0008368985234555549,5.641017509573969
bull,35384,38722766.63688935,1.0943580894440809e-05,0.0007809208433517595,4.39324083633629
sideways,24964,12495548.919276783,5.005427383142439e-06,0.000446124730343436,3.517365023105475
