regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,34820,35937697.69848905,1.0320993020818219e-05,0.0005607738684203813,5.769873485496819
bull,35384,26468360.4331807,7.4803189105756e-06,0.00052329685240149,4.4813056380911265
sideways,24964,9236256.595644485,3.6998303940251912e-06,0.000300559910313531,3.859076050221206
