dt,z,beta,pos_dir,pos_coef,pos_change,hedge_close,sber_close,sber_qty,hedge_qty,pnl_price,pnl_carry,pnl_commission,pnl_total,pnl_cum
2025-02-20 13:10:00,-2.1959580138269277,-0.004174460371258441,1,0.5489895034567319,1.0,56.298,316.22,86804.99390562455,-487574.60607546614,-0.0,-0.9512937595129394,-54.898950345673185,-55.85024410518612,1512204.7174241103
2025-02-20 13:11:00,-0.39875741239253903,0.014564029836786816,0,0.0,-1.0,56.298,316.15,0.0,-0.0,-6076.349573398061,6.265616169694794,-54.89287399609979,-6124.976831224466,1506079.7405928858
2025-02-20 13:12:00,1.8253932880919563,-0.07619738700543542,0,0.0,0.0,56.289,316.47,0.0,-0.0,0.0,0.0,-0.0,0.0,1506079.7405928858
2025-02-20 13:13:00,0.1274634233091682,-0.07629395953040549,0,0.0,0.0,56.29,316.49,0.0,-0.0,0.0,0.0,-0.0,0.0,1506079.7405928858
2025-02-20 13:14:00,-0.5959804185851553,-0.10099705688735477,0,0.0,0.0,56.3,316.38,0.0,-0.0,-0.0,0.0,-0.0,0.0,1506079.7405928858
2025-02-20 13:15:00,1.2417724176997207,-0.24454880252652353,0,0.0,0.0,56.292,316.6,0.0,-0.0,0.0,0.0,-0.0,0.0,1506079.7405928858
2025-02-20 13:16:00,-0.5339394402756202,-0.22169312106034136,0,0.0,0.0,56.3,316.5,0.0,-0.0,-0.0,0.0,-0.0,0.0,1506079.7405928858
2025-02-20 13:18:00,-0.042482441863531104,-0.22805142864238762,0,0.0,0.0,56.3,316.49,0.0,-0.0,-0.0,0.0,-0.0,0.0,1506079.7405928858
2025-02-20 13:19:00,-0.844015617656892,-0.22682933620523016,0,0.0,0.0,56.299,316.35,0.0,-0.0,0.0,0.0,-0.0,0.0,1506079.7405928858
2025-02-20 13:20:00,0.9387124739925812,-0.22598295654250639,0,0.0,0.0,56.3,316.5,0.0,-0.0,0.0,0.0,-0.0,0.0,1506079.7405928858
2025-02-20 13:21:00,0.004490160328366992,-0.30138874254575043,0,0.0,0.0,56.3,316.5,0.0,-0.0,0.0,0.0,-0.0,0.0,1506079.7405928858
2025-02-20 13:22:00,0.00401926847443553,-0.30143995995205447,0,0.0,0.0,56.3,316.5,0.0,-0.0,0.0,0.0,-0.0,0.0,1506079.7405928858
2025-02-20 13:23:00,0.8635785756735053,-0.3019213361458038,0,0.0,0.0,56.3,316.64,0.0,-0.0,0.0,0.0,-0.0,0.0,1506079.7405928858
2025-02-20 13:24:00,-0.1802429283187673,-0.3016345115350631,0,0.0,0.0,56.3,316.61,0.0,-0.0,-0.0,0.0,-0.0,0.0,1506079.7405928858
2025-02-20 13:25:00,0.0019668438171015824,-0.30197400810891534,0,0.0,0.0,56.3,316.61,0.0,-0.0,0.0,0.0,-0.0,0.0,1506079.7405928858
2025-02-20 13:26:00,-0.26180980942107207,-0.30139236687722626,0,0.0,0.0,56.298,316.57,0.0,-0.0,0.0,0.0,-0.0,0.0,1506079.7405928858
2025-02-20 13:27:00,-0.4227374106605288,-0.2974480194615548,0,0.0,0.0,56.292,316.51,0.0,-0.0,0.0,0.0,-0.0,0.0,1506079.7405928858
