regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,64,1440927.2640530935,0.0002251448850082959,0.0016696581099343115,42.27339303138132
bull,70,742763.7358572606,0.00010610910512246576,0.0012732803792429245,26.125293550185578
sideways,62,-166889.06029824488,-2.6917590370684624e-05,0.0011876220637546044,-7.105432143753611
