regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,34820,7060111.889185636,2.0276024954582526e-06,0.00010273207080989399,6.18741646292007
bull,35384,5032998.743020173,1.4223939472700014e-06,9.614889402270523e-05,4.637758995440245
sideways,24964,3533672.470421859,1.415507318707683e-06,6.888193133499138e-05,6.442276751154977
