peak_time,trough_time,recovery_time,peak_val,trough_val,depth
2025-06-02 10:02:00,2025-06-06 13:29:00,2025-06-18 12:15:00,12269721.884352796,11331948.376103954,-937773.5082488414
2025-05-15 16:44:00,2025-05-19 10:41:00,2025-05-26 10:25:00,11913821.796007676,11284138.121878965,-629683.6741287112
2025-09-15 11:57:00,2025-09-19 14:57:00,2025-09-24 14:05:00,14737973.602443203,14112777.718610883,-625195.8838323206
2025-02-13 16:31:00,2025-02-14 14:01:00,2025-02-17 13:48:00,3949943.144844711,3333319.3485248545,-616623.7963198563
2025-04-07 12:27:00,2025-04-07 17:36:00,2025-04-09 15:50:00,8769649.284607904,8186578.054481943,-583071.2301259609
