regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,34820,6613391.783199718,1.8993083811601714e-06,0.00010687574535769035,5.571201957581746
bull,35384,4936449.246250737,1.3951077453794759e-06,9.218445463612262e-05,4.744414592532875
sideways,24964,3580781.0095222,1.4343779079963951e-06,6.898323997532026e-05,6.518573598444249
