regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,37096,3041654.9288659897,8.199414839513669e-07,5.287651658741777e-05,4.861301943050708
bull,37517,2243874.010918312,5.980952663907863e-07,4.904020167232941e-05,3.8234084145731435
sideways,28198,2147503.4773856755,7.61580068581345e-07,3.160386182741361e-05,7.554539373877499
