regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,34820,7067879.191953203,2.0298331969997714e-06,0.00010273038985054705,6.194325009893168
bull,35384,5020684.968408143,1.4189139069659012e-06,9.615106466190232e-05,4.626307774880027
sideways,24964,3532200.26985271,1.4149175892696321e-06,6.888240225603495e-05,6.439548741386169
