vol_bucket,minutes,spread_vol_med,pnl_sum,ret_mean,ret_std,sharpe
0,23780,0.0003045187552771383,2584683.4540942726,1.086914825102722e-06,5.9176134143055026e-05,5.7581304045918005
1,23780,0.0004320102882731339,2231016.8715270422,9.381904421896732e-07,7.504983154243375e-05,3.918987302840022
2,23780,0.0005785766547189768,3340217.1644730335,1.4046329539415615e-06,9.577049431293009e-05,4.597944216974778
3,23780,0.0008333655094070311,7427760.604099624,3.123532634188235e-06,0.00012593526506062352,7.775552554189744
