regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,34820,7063218.810292664,2.02849477607486e-06,0.00010273139739992391,6.190179916415735
bull,35384,5028073.233175362,1.4210019311483618e-06,9.614976122418566e-05,4.633178495970546
sideways,24964,3533083.5901942,1.4152714269324631e-06,6.88821182897567e-05,6.441185674962358
