peak_time,trough_time,recovery_time,peak_val,trough_val,depth
2025-06-02 10:02:00,2025-06-06 13:29:00,2025-06-19 15:43:00,11368886.614319706,10362639.301488677,-1006247.3128310293
2025-01-16 11:13:00,2025-01-23 17:37:00,2025-02-03 10:00:00,1194809.3884248645,436145.6845439393,-758663.7038809252
2025-09-15 12:26:00,2025-10-01 18:04:00,2025-10-08 10:10:00,13550621.943970513,12891874.531824473,-658747.4121460393
2025-04-07 12:27:00,2025-04-07 17:36:00,2025-04-09 18:13:00,8161882.876188065,7529564.486509733,-632318.389678332
2025-02-17 18:45:00,2025-02-18 15:16:00,2025-02-20 14:54:00,3096362.269041599,2507039.8121240595,-589322.4569175392
