vol_bucket,minutes,spread_vol_med,pnl_sum,ret_mean,ret_std,sharpe
0,23780,0.0003045187552771383,2625273.4350644625,1.10398378261752e-06,5.906241074225977e-05,5.859817603347373
1,23780,0.0004320102882731339,2179404.7244204925,9.164864274266158e-07,7.467400742060296e-05,3.8475932399639285
2,23780,0.0005785766547189768,3323046.0987100294,1.397412152527346e-06,9.527632498171819e-05,4.598033092017054
3,23780,0.0008333655094070311,6487807.91474868,2.728262369532666e-06,0.00011488183454596536,7.445045300308473
