regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,34820,56530605.851197526,1.6235096453531742e-05,0.0008218457958660622,6.192943376402845
bull,35384,40185181.7866444,1.1356879320213769e-05,0.0007692050316501625,4.628598053582928
sideways,24964,28000151.717356034,1.1216212032268881e-05,0.0005498712332128866,6.394664805023331
