regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,34820,3696208.0219719037,1.0615186737426488e-06,7.401931245651758e-05,4.495884707311664
bull,35384,1773904.4625178373,5.013295451384346e-07,6.394926535804047e-05,2.4576515849118175
sideways,24964,2346054.8577195285,9.39775219403753e-07,4.603702410609972e-05,6.39954828934364
