regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,9078,2326354.237852847,2.562628594241955e-06,0.00013140071203710985,6.113930858911237
bull,9281,1545588.3077874265,1.6653251888669603e-06,0.00012463785176701047,4.18872327488594
sideways,2218,756220.3859514875,3.409469729267301e-06,9.207258009513443e-05,11.608847324704628
