regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,37096,4075507.3311990495,1.0986379478108287e-06,6.706729273702157e-05,5.135425034762661
bull,37517,1707404.6329407631,4.551015893970103e-07,6.142969184014077e-05,2.3225367221150925
sideways,28198,3945596.0776563673,1.3992467826286854e-06,4.219618814138526e-05,10.3956983895096
