<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
ОФЗ 26240;1;20250224;200200;56.373;56.399;56.373;56.399;9;0
ОФЗ 26240;1;20250224;200300;56.399;56.399;56.399;56.399;1;0
ОФЗ 26240;1;20250224;200400;56.38;56.417;56.354;56.417;206;0
ОФЗ 26240;1;20250224;200500;56.408;56.413;56.359;56.413;8;0
ОФЗ 26240;1;20250224;200600;56.411;56.411;56.411;56.411;1;0
ОФЗ 26240;1;20250224;200700;56.394;56.394;56.37;56.37;16;0
ОФЗ 26240;1;20250224;200800;56.374;56.407;56.374;56.406;4;0
ОФЗ 26240;1;20250224;200900;56.416;56.416;56.407;56.407;7;0
ОФЗ 26240;1;20250224;201000;56.416;56.416;56.375;56.375;27;0
ОФЗ 26240;1;20250224;201100;56.411;56.411;56.405;56.405;11;0
ОФЗ 26240;1;20250224;201200;56.376;56.4;56.347;56.399;107;0
ОФЗ 26240;1;20250224;201400;56.361;56.361;56.361;56.361;1;0
ОФЗ 26240;1;20250224;201600;56.4;56.416;56.4;56.416;5;0
ОФЗ 26240;1;20250224;201700;56.402;56.402;56.402;56.402;2;0
ОФЗ 26240;1;20250224;201800;56.402;56.402;56.402;56.402;3;0
ОФЗ 26240;1;20250224;201900;56.401;56.401;56.38;56.38;3;0
ОФЗ 26240;1;20250224;202000;56.378;56.378;56.365;56.365;3;0
ОФЗ 26240;1;20250224;202100;56.38;56.38;56.38;56.38;2;0
ОФЗ 26240;1;20250224;202200;56.379;56.416;56.379;56.416;300;0
ОФЗ 26240;1;20250224;202300;56.403;56.403;56.402;56.403;3;0
ОФЗ 26240;1;20250224;202400;56.372;56.402;56.371;56.402;11;0
ОФЗ 26240;1;20250224;202500;56.375;56.375;56.374;56.374;16;0
ОФЗ 26240;1;20250224;202700;56.403;56.416;56.403;56.416;17;0
ОФЗ 26240;1;20250224;202800;56.416;56.416;56.416;56.416;1;0
ОФЗ 26240;1;20250224;202900;56.417;56.417;56.417;56.417;1;0
ОФЗ 26240;1;20250224;203000;56.416;56.416;56.416;56.416;3;0
ОФЗ 26240;1;20250224;203100;56.415;56.415;56.415;56.415;8;0
ОФЗ 26240;1;20250224;203200;56.415;56.418;56.38;56.414;25;0
ОФЗ 26240;1;20250224;203300;56.384;56.384;56.384;56.384;7;0
ОФЗ 26240;1;20250224;203400;56.417;56.418;56.417;56.418;6;0
ОФЗ 26240;1;20250224;203500;56.417;56.417;56.393;56.393;52;0
ОФЗ 26240;1;20250224;203600;56.395;56.416;56.395;56.396;14;0
ОФЗ 26240;1;20250224;203700;56.415;56.415;56.415;56.415;2;0
ОФЗ 26240;1;20250224;203800;56.417;56.417;56.417;56.417;1;0
ОФЗ 26240;1;20250224;203900;56.417;56.417;56.397;56.398;23;0
ОФЗ 26240;1;20250224;204100;56.417;56.417;56.417;56.417;8;0
ОФЗ 26240;1;20250224;204200;56.399;56.4;56.338;56.4;2703;0
ОФЗ 26240;1;20250224;204300;56.4;56.4;56.361;56.398;9;0
ОФЗ 26240;1;20250224;204400;56.405;56.405;56.405;56.405;2;0
ОФЗ 26240;1;20250224;204500;56.4;56.4;56.4;56.4;88;0
ОФЗ 26240;1;20250224;204600;56.36;56.39;56.339;56.39;5;0
ОФЗ 26240;1;20250224;204700;56.385;56.403;56.385;56.399;4;0
ОФЗ 26240;1;20250224;204800;56.392;56.399;56.346;56.399;62;0
ОФЗ 26240;1;20250224;204900;56.349;56.397;56.338;56.342;66;0
ОФЗ 26240;1;20250224;205100;56.397;56.397;56.397;56.397;6;0
ОФЗ 26240;1;20250224;205200;56.389;56.389;56.337;56.337;693;0
ОФЗ 26240;1;20250224;205300;56.338;56.369;56.338;56.367;13;0
ОФЗ 26240;1;20250224;205500;56.358;56.358;56.337;56.35;112;0
ОФЗ 26240;1;20250224;205600;56.355;56.355;56.355;56.355;8;0
ОФЗ 26240;1;20250224;205700;56.354;56.355;56.352;56.354;57;0
ОФЗ 26240;1;20250224;205800;56.361;56.361;56.36;56.36;11;0
ОФЗ 26240;1;20250224;205900;56.36;56.36;56.349;56.349;61;0
ОФЗ 26240;1;20250224;210000;56.349;56.349;56.337;56.349;14;0
ОФЗ 26240;1;20250224;210100;56.347;56.347;56.347;56.347;80;0
ОФЗ 26240;1;20250224;210200;56.349;56.36;56.341;56.341;34;0
ОФЗ 26240;1;20250224;210300;56.349;56.349;56.349;56.349;2;0
ОФЗ 26240;1;20250224;210400;56.349;56.359;56.349;56.359;5;0
ОФЗ 26240;1;20250224;210500;56.372;56.372;56.372;56.372;1;0
ОФЗ 26240;1;20250224;210600;56.372;56.372;56.337;56.364;362;0
ОФЗ 26240;1;20250224;210700;56.361;56.361;56.361;56.361;1;0
ОФЗ 26240;1;20250224;210800;56.365;56.366;56.363;56.363;48;0
ОФЗ 26240;1;20250224;210900;56.369;56.372;56.364;56.372;723;0
ОФЗ 26240;1;20250224;211000;56.372;56.372;56.372;56.372;56;0
ОФЗ 26240;1;20250224;211100;56.371;56.375;56.371;56.375;1490;0
ОФЗ 26240;1;20250224;211200;56.375;56.375;56.375;56.375;8;0
ОФЗ 26240;1;20250224;211300;56.375;56.375;56.375;56.375;7;0
ОФЗ 26240;1;20250224;211400;56.375;56.375;56.375;56.375;1;0
ОФЗ 26240;1;20250224;211500;56.375;56.375;56.375;56.375;8;0
ОФЗ 26240;1;20250224;211600;56.375;56.375;56.375;56.375;20;0
ОФЗ 26240;1;20250224;211700;56.375;56.375;56.375;56.375;1;0
ОФЗ 26240;1;20250224;211900;56.375;56.375;56.375;56.375;35;0
ОФЗ 26240;1;20250224;212000;56.375;56.375;56.375;56.375;41;0
ОФЗ 26240;1;20250224;212300;56.375;56.375;56.375;56.375;7;0
ОФЗ 26240;1;20250224;212400;56.375;56.375;56.375;56.375;5;0
ОФЗ 26240;1;20250224;212500;56.375;56.375;56.375;56.375;26;0
ОФЗ 26240;1;20250224;212700;56.375;56.375;56.375;56.375;14;0
ОФЗ 26240;1;20250224;212800;56.375;56.375;56.375;56.375;23;0
ОФЗ 26240;1;20250224;212900;56.375;56.375;56.375;56.375;4;0
ОФЗ 26240;1;20250224;213000;56.375;56.375;56.375;56.375;2;0
ОФЗ 26240;1;20250224;213100;56.375;56.375;56.375;56.375;31;0
ОФЗ 26240;1;20250224;213200;56.375;56.375;56.375;56.375;98;0
ОФЗ 26240;1;20250224;213300;56.375;56.375;56.375;56.375;20;0
ОФЗ 26240;1;20250224;213400;56.375;56.375;56.375;56.375;1;0
ОФЗ 26240;1;20250224;213500;56.36;56.36;56.36;56.36;1;0
ОФЗ 26240;1;20250224;213600;56.375;56.375;56.375;56.375;27;0
ОФЗ 26240;1;20250224;213700;56.361;56.375;56.361;56.375;2;0
ОФЗ 26240;1;20250224;213800;56.361;56.375;56.36;56.375;74;0
ОФЗ 26240;1;20250224;213900;56.375;56.375;56.375;56.375;10;0
ОФЗ 26240;1;20250224;214000;56.375;56.375;56.375;56.375;2;0
ОФЗ 26240;1;20250224;214100;56.375;56.375;56.375;56.375;5631;0
ОФЗ 26240;1;20250224;214200;56.416;56.416;56.416;56.416;2;0
ОФЗ 26240;1;20250224;214300;56.417;56.417;56.417;56.417;22;0
ОФЗ 26240;1;20250224;214400;56.417;56.417;56.417;56.417;31;0
ОФЗ 26240;1;20250224;214500;56.417;56.417;56.37;56.417;14;0
ОФЗ 26240;1;20250224;214600;56.416;56.416;56.378;56.416;12;0
ОФЗ 26240;1;20250224;214800;56.369;56.417;56.369;56.417;10;0
ОФЗ 26240;1;20250224;214900;56.418;56.418;56.418;56.418;10;0
ОФЗ 26240;1;20250224;215000;56.418;56.463;56.418;56.463;104;0
ОФЗ 26240;1;20250224;215100;56.449;56.465;56.449;56.465;24;0
ОФЗ 26240;1;20250224;215200;56.465;56.499;56.465;56.499;1022;0
ОФЗ 26240;1;20250224;215300;56.498;56.499;56.498;56.499;12;0
ОФЗ 26240;1;20250224;215400;56.498;56.499;56.498;56.498;15;0
ОФЗ 26240;1;20250224;215500;56.466;56.496;56.466;56.496;3;0
ОФЗ 26240;1;20250224;215600;56.496;56.496;56.496;56.496;2;0
ОФЗ 26240;1;20250224;215700;56.496;56.496;56.496;56.496;2;0
ОФЗ 26240;1;20250224;215800;56.496;56.497;56.496;56.497;2;0
ОФЗ 26240;1;20250224;215900;56.496;56.496;56.496;56.496;2;0
ОФЗ 26240;1;20250224;220000;56.496;56.497;56.496;56.497;3;0
ОФЗ 26240;1;20250224;220100;56.496;56.496;56.496;56.496;4;0
ОФЗ 26240;1;20250224;220200;56.497;56.498;56.496;56.496;120;0
ОФЗ 26240;1;20250224;220300;56.494;56.495;56.494;56.495;15;0
ОФЗ 26240;1;20250224;220400;56.494;56.495;56.494;56.495;7;0
ОФЗ 26240;1;20250224;220900;56.482;56.496;56.482;56.496;6;0
ОФЗ 26240;1;20250224;221100;56.496;56.496;56.496;56.496;4;0
ОФЗ 26240;1;20250224;221300;56.496;56.496;56.468;56.468;23;0
ОФЗ 26240;1;20250224;221400;56.496;56.496;56.468;56.469;16;0
ОФЗ 26240;1;20250224;221500;56.495;56.496;56.495;56.496;2;0
ОФЗ 26240;1;20250224;221700;56.468;56.494;56.468;56.494;6;0
ОФЗ 26240;1;20250224;221800;56.494;56.494;56.494;56.494;1;0
ОФЗ 26240;1;20250224;221900;56.494;56.496;56.493;56.496;13;0
ОФЗ 26240;1;20250224;222100;56.48;56.496;56.48;56.496;6;0
ОФЗ 26240;1;20250224;222300;56.468;56.468;56.467;56.467;108;0
ОФЗ 26240;1;20250224;222400;56.495;56.495;56.48;56.48;2;0
ОФЗ 26240;1;20250224;222500;56.48;56.496;56.48;56.496;8;0
ОФЗ 26240;1;20250224;222600;56.495;56.495;56.495;56.495;1;0
ОФЗ 26240;1;20250224;222700;56.495;56.495;56.495;56.495;1;0
ОФЗ 26240;1;20250224;222800;56.488;56.488;56.488;56.488;1;0
ОФЗ 26240;1;20250224;222900;56.488;56.488;56.488;56.488;2;0
ОФЗ 26240;1;20250224;223000;56.488;56.488;56.488;56.488;2;0
ОФЗ 26240;1;20250224;223100;56.467;56.467;56.467;56.467;1;0
ОФЗ 26240;1;20250224;223300;56.491;56.491;56.491;56.491;1;0
ОФЗ 26240;1;20250224;223700;56.495;56.496;56.495;56.496;10;0
ОФЗ 26240;1;20250224;223900;56.495;56.496;56.495;56.496;9;0
ОФЗ 26240;1;20250224;224000;56.496;56.496;56.496;56.496;2;0
ОФЗ 26240;1;20250224;224100;56.48;56.481;56.466;56.466;31;0
ОФЗ 26240;1;20250224;224400;56.493;56.493;56.493;56.493;1;0
ОФЗ 26240;1;20250224;224600;56.493;56.493;56.493;56.493;12;0
ОФЗ 26240;1;20250224;224700;56.493;56.493;56.493;56.493;1;0
ОФЗ 26240;1;20250224;225000;56.493;56.493;56.493;56.493;1;0
ОФЗ 26240;1;20250224;225200;56.493;56.493;56.493;56.493;89;0
ОФЗ 26240;1;20250224;225400;56.493;56.493;56.493;56.493;17;0
ОФЗ 26240;1;20250224;225500;56.493;56.493;56.493;56.493;3;0
ОФЗ 26240;1;20250224;225600;56.469;56.469;56.466;56.466;200;0
ОФЗ 26240;1;20250224;225700;56.493;56.493;56.493;56.493;6;0
ОФЗ 26240;1;20250224;225900;56.493;56.493;56.493;56.493;5;0
ОФЗ 26240;1;20250224;230000;56.493;56.493;56.466;56.493;38;0
ОФЗ 26240;1;20250224;230300;56.493;56.493;56.493;56.493;2;0
ОФЗ 26240;1;20250224;230400;56.493;56.493;56.465;56.465;366;0
ОФЗ 26240;1;20250224;230500;56.491;56.491;56.491;56.491;2;0
ОФЗ 26240;1;20250224;230600;56.493;56.493;56.492;56.493;70;0
ОФЗ 26240;1;20250224;230700;56.437;56.437;56.437;56.437;1;0
ОФЗ 26240;1;20250224;230900;56.489;56.489;56.489;56.489;1;0
ОФЗ 26240;1;20250224;231100;56.489;56.489;56.489;56.489;91;0
ОФЗ 26240;1;20250224;231200;56.443;56.489;56.443;56.489;7;0
ОФЗ 26240;1;20250224;231300;56.489;56.492;56.489;56.492;9;0
ОФЗ 26240;1;20250224;231600;56.492;56.492;56.492;56.492;3;0
ОФЗ 26240;1;20250224;231700;56.492;56.492;56.492;56.492;4;0
ОФЗ 26240;1;20250224;231900;56.447;56.447;56.447;56.447;7;0
ОФЗ 26240;1;20250224;232200;56.491;56.492;56.491;56.492;22;0
ОФЗ 26240;1;20250224;232300;56.492;56.492;56.492;56.492;5;0
ОФЗ 26240;1;20250224;232400;56.491;56.491;56.491;56.491;11;0
ОФЗ 26240;1;20250224;232500;56.491;56.491;56.491;56.491;7;0
ОФЗ 26240;1;20250224;232700;56.491;56.491;56.491;56.491;30;0
ОФЗ 26240;1;20250224;232800;56.491;56.492;56.491;56.492;264;0
ОФЗ 26240;1;20250224;232900;56.492;56.492;56.492;56.492;5;0
ОФЗ 26240;1;20250224;233000;56.492;56.492;56.492;56.492;25;0
ОФЗ 26240;1;20250224;233400;56.489;56.489;56.489;56.489;2;0
ОФЗ 26240;1;20250224;233600;56.489;56.489;56.449;56.488;66;0
ОФЗ 26240;1;20250224;233700;56.488;56.489;56.488;56.489;10;0
ОФЗ 26240;1;20250224;234100;56.489;56.489;56.488;56.488;13;0
ОФЗ 26240;1;20250224;234400;56.488;56.488;56.488;56.488;4;0
ОФЗ 26240;1;20250224;234600;56.488;56.488;56.488;56.488;1;0
ОФЗ 26240;1;20250224;234700;56.488;56.488;56.488;56.488;2;0
ОФЗ 26240;1;20250224;234800;56.488;56.488;56.488;56.488;1;0
ОФЗ 26240;1;20250225;085900;56.719;56.719;56.719;56.719;35;0
ОФЗ 26240;1;20250225;090000;56.488;56.719;56.488;56.55;93;0
ОФЗ 26240;1;20250225;090100;56.552;56.719;56.489;56.649;142;0
ОФЗ 26240;1;20250225;090200;56.653;56.66;56.653;56.66;13;0
ОФЗ 26240;1;20250225;090300;56.601;56.72;56.387;56.72;306;0
ОФЗ 26240;1;20250225;090400;56.565;56.565;56.5;56.5;10;0
ОФЗ 26240;1;20250225;090500;56.602;56.8;56.364;56.8;520;0
ОФЗ 26240;1;20250225;090600;56.8;56.8;56.5;56.5;192;0
ОФЗ 26240;1;20250225;090700;56.491;56.8;56.491;56.8;625;0
ОФЗ 26240;1;20250225;090800;56.786;56.786;56.786;56.786;2;0
ОФЗ 26240;1;20250225;090900;56.786;56.786;56.786;56.786;7;0
ОФЗ 26240;1;20250225;091000;56.518;56.786;56.518;56.786;2;0
ОФЗ 26240;1;20250225;091100;56.798;56.798;56.798;56.798;1;0
ОФЗ 26240;1;20250225;091200;56.798;56.799;56.523;56.523;51;0
ОФЗ 26240;1;20250225;091500;56.798;56.849;56.798;56.849;197;0
ОФЗ 26240;1;20250225;091600;56.847;56.849;56.847;56.849;28;0
ОФЗ 26240;1;20250225;091700;56.849;56.858;56.847;56.858;102;0
ОФЗ 26240;1;20250225;091800;56.858;56.999;56.59;56.59;120;0
ОФЗ 26240;1;20250225;091900;56.948;56.949;56.948;56.949;13;0
ОФЗ 26240;1;20250225;092000;56.949;56.949;56.949;56.949;45;0
ОФЗ 26240;1;20250225;092100;56.95;56.95;56.949;56.949;10;0
ОФЗ 26240;1;20250225;092300;56.949;56.949;56.949;56.949;8;0
ОФЗ 26240;1;20250225;092400;56.949;56.949;56.949;56.949;5;0
ОФЗ 26240;1;20250225;092500;56.948;56.948;56.946;56.946;5;0
ОФЗ 26240;1;20250225;092600;56.901;56.946;56.9;56.946;35;0
ОФЗ 26240;1;20250225;092700;56.946;56.949;56.9;56.9;242;0
ОФЗ 26240;1;20250225;092800;56.949;56.949;56.702;56.948;73;0
ОФЗ 26240;1;20250225;092900;56.949;56.949;56.91;56.91;43;0
ОФЗ 26240;1;20250225;093000;56.949;56.949;56.91;56.949;248;0
ОФЗ 26240;1;20250225;093100;56.91;56.99;56.91;56.91;255;0
ОФЗ 26240;1;20250225;093200;56.99;56.99;56.99;56.99;10;0
ОФЗ 26240;1;20250225;093300;56.99;56.999;56.99;56.999;13;0
ОФЗ 26240;1;20250225;093500;56.999;56.999;56.999;56.999;33;0
ОФЗ 26240;1;20250225;093600;56.91;56.999;56.91;56.999;30;0
ОФЗ 26240;1;20250225;093700;56.999;56.999;56.999;56.999;7;0
ОФЗ 26240;1;20250225;093800;56.999;56.999;56.999;56.999;10;0
ОФЗ 26240;1;20250225;093900;56.999;56.999;56.999;56.999;3;0
ОФЗ 26240;1;20250225;094000;56.999;57;56.999;57;90;0
ОФЗ 26240;1;20250225;094100;57;57.012;56.802;57.012;70;0
ОФЗ 26240;1;20250225;094300;56.999;57;56.999;57;100;0
ОФЗ 26240;1;20250225;094400;57;57;57;57;3;0
ОФЗ 26240;1;20250225;094500;56.998;56.998;56.998;56.998;6;0
ОФЗ 26240;1;20250225;094600;56.998;56.998;56.996;56.998;168;0
ОФЗ 26240;1;20250225;094700;56.998;56.998;56.998;56.998;530;0
ОФЗ 26240;1;20250225;094800;56.999;56.999;56.999;56.999;20;0
ОФЗ 26240;1;20250225;094900;56.999;56.999;56.999;56.999;2;0
ОФЗ 26240;1;20250225;095000;56.999;56.999;56.998;56.999;377;0
ОФЗ 26240;1;20250225;095100;56.991;56.991;56.991;56.991;2;0
ОФЗ 26240;1;20250225;095200;56.992;56.999;56.8;56.8;142;0
ОФЗ 26240;1;20250225;095300;56.997;56.997;56.77;56.77;19;0
ОФЗ 26240;1;20250225;095400;56.77;56.77;56.77;56.77;1756;0
ОФЗ 26240;1;20250225;095500;56.979;56.979;56.7;56.7;4868;0
ОФЗ 26240;1;20250225;095600;56.7;56.7;56.7;56.7;5;0
ОФЗ 26240;1;20250225;095700;56.698;56.699;56.589;56.589;63;0
ОФЗ 26240;1;20250225;095800;56.699;56.699;56.597;56.599;492;0
ОФЗ 26240;1;20250225;095900;56.597;56.6;56.597;56.6;7;0
ОФЗ 26240;1;20250225;100000;56.6;56.6;56.597;56.597;9;0
ОФЗ 26240;1;20250225;100100;56.598;56.598;56.598;56.598;39;0
ОФЗ 26240;1;20250225;100200;56.699;56.699;56.6;56.699;78;0
ОФЗ 26240;1;20250225;100300;56.6;56.699;56.6;56.698;49;0
ОФЗ 26240;1;20250225;100400;56.699;56.699;56.605;56.699;9;0
ОФЗ 26240;1;20250225;100500;56.69;56.7;56.609;56.617;226;0
ОФЗ 26240;1;20250225;100600;56.819;56.994;56.663;56.675;98;0
ОФЗ 26240;1;20250225;100700;56.994;56.994;56.927;56.927;2;0
ОФЗ 26240;1;20250225;100800;56.927;56.933;56.706;56.93;411;0
ОФЗ 26240;1;20250225;100900;56.934;56.934;56.71;56.9;317;0
ОФЗ 26240;1;20250225;101000;56.9;56.91;56.6;56.6;1411;0
ОФЗ 26240;1;20250225;101100;56.599;56.6;56.599;56.6;338;0
ОФЗ 26240;1;20250225;101200;56.6;56.6;56.597;56.597;318;0
ОФЗ 26240;1;20250225;101300;56.6;56.6;56.6;56.6;223;0
ОФЗ 26240;1;20250225;101400;56.6;56.6;56.589;56.589;117;0
ОФЗ 26240;1;20250225;101500;56.589;56.599;56.55;56.598;14;0
ОФЗ 26240;1;20250225;101600;56.598;56.599;56.597;56.599;18;0
ОФЗ 26240;1;20250225;101700;56.599;56.599;56.552;56.561;1015;0
ОФЗ 26240;1;20250225;101800;56.598;56.598;56.56;56.598;15;0
ОФЗ 26240;1;20250225;101900;56.597;56.599;56.597;56.599;161;0
ОФЗ 26240;1;20250225;102000;56.599;56.599;56.599;56.599;23;0
ОФЗ 26240;1;20250225;102100;56.599;56.599;56.598;56.598;226;0
ОФЗ 26240;1;20250225;102200;56.599;56.599;56.599;56.599;107;0
ОФЗ 26240;1;20250225;102300;56.599;56.599;56.599;56.599;13;0
ОФЗ 26240;1;20250225;102400;56.599;56.6;56.599;56.6;605;0
ОФЗ 26240;1;20250225;102500;56.6;56.767;56.6;56.767;67768;0
ОФЗ 26240;1;20250225;102600;56.766;56.766;56.766;56.766;5;0
ОФЗ 26240;1;20250225;102700;56.775;56.887;56.769;56.769;23;0
ОФЗ 26240;1;20250225;102800;56.874;56.877;56.775;56.775;29;0
ОФЗ 26240;1;20250225;102900;56.776;56.89;56.776;56.89;19;0
ОФЗ 26240;1;20250225;103000;56.89;56.946;56.89;56.944;370;0
ОФЗ 26240;1;20250225;103100;56.9;56.95;56.9;56.949;7992;0
ОФЗ 26240;1;20250225;103200;56.949;56.949;56.937;56.948;32;0
ОФЗ 26240;1;20250225;103300;56.937;56.937;56.874;56.9;239;0
ОФЗ 26240;1;20250225;103400;56.899;56.948;56.899;56.948;10308;0
ОФЗ 26240;1;20250225;103500;56.903;56.948;56.903;56.948;99;0
ОФЗ 26240;1;20250225;103600;56.948;56.948;56.9;56.9;3802;0
ОФЗ 26240;1;20250225;103700;56.899;56.899;56.899;56.899;27;0
ОФЗ 26240;1;20250225;103800;56.899;56.9;56.785;56.9;583;0
ОФЗ 26240;1;20250225;103900;56.899;56.899;56.811;56.899;325;0
ОФЗ 26240;1;20250225;104000;56.899;56.9;56.811;56.9;4989;0
ОФЗ 26240;1;20250225;104100;56.9;56.9;56.81;56.9;4339;0
ОФЗ 26240;1;20250225;104200;56.9;56.9;56.811;56.811;2257;0
ОФЗ 26240;1;20250225;104300;56.9;56.9;56.9;56.9;9;0
ОФЗ 26240;1;20250225;104400;56.9;56.9;56.9;56.9;20;0
ОФЗ 26240;1;20250225;104500;56.898;56.9;56.813;56.814;55;0
ОФЗ 26240;1;20250225;104600;56.9;56.9;56.897;56.9;27;0
ОФЗ 26240;1;20250225;104700;56.9;56.9;56.813;56.899;37;0
ОФЗ 26240;1;20250225;104800;56.898;56.899;56.824;56.824;6;0
ОФЗ 26240;1;20250225;104900;56.899;56.899;56.824;56.824;15;0
ОФЗ 26240;1;20250225;105000;56.824;56.899;56.824;56.899;22;0
ОФЗ 26240;1;20250225;105100;56.828;56.9;56.827;56.9;219;0
ОФЗ 26240;1;20250225;105200;56.9;56.92;56.849;56.92;1128;0
ОФЗ 26240;1;20250225;105300;56.92;56.92;56.9;56.9;13;0
ОФЗ 26240;1;20250225;105400;56.9;56.9;56.898;56.898;13;0
ОФЗ 26240;1;20250225;105500;56.898;56.898;56.862;56.862;52;0
ОФЗ 26240;1;20250225;105600;56.898;56.898;56.898;56.898;3;0
ОФЗ 26240;1;20250225;105700;56.898;56.9;56.898;56.9;61;0
ОФЗ 26240;1;20250225;105800;56.9;56.9;56.86;56.86;253;0
ОФЗ 26240;1;20250225;105900;56.86;56.86;56.86;56.86;1047;0
ОФЗ 26240;1;20250225;110000;56.86;56.86;56.86;56.86;2;0
ОФЗ 26240;1;20250225;110100;56.86;56.86;56.859;56.859;72;0
ОФЗ 26240;1;20250225;110200;56.86;56.86;56.828;56.828;17;0
ОФЗ 26240;1;20250225;110300;56.828;56.85;56.824;56.849;918;0
ОФЗ 26240;1;20250225;110400;56.849;56.849;56.825;56.848;25;0
ОФЗ 26240;1;20250225;110500;56.825;56.849;56.824;56.848;54;0
ОФЗ 26240;1;20250225;110600;56.826;56.848;56.801;56.848;229;0
ОФЗ 26240;1;20250225;110700;56.847;56.849;56.767;56.848;398;0
ОФЗ 26240;1;20250225;110800;56.847;56.847;56.769;56.77;53;0
ОФЗ 26240;1;20250225;110900;56.767;56.77;56.767;56.77;25;0
ОФЗ 26240;1;20250225;111000;56.77;56.77;56.77;56.77;59;0
ОФЗ 26240;1;20250225;111100;56.77;56.77;56.77;56.77;103;0
ОФЗ 26240;1;20250225;111200;56.77;56.77;56.77;56.77;404;0
ОФЗ 26240;1;20250225;111300;56.77;56.77;56.767;56.77;61;0
ОФЗ 26240;1;20250225;111400;56.77;56.86;56.77;56.86;4579;0
ОФЗ 26240;1;20250225;111500;56.86;56.86;56.786;56.85;28;0
ОФЗ 26240;1;20250225;111600;56.791;56.849;56.79;56.796;81;0
ОФЗ 26240;1;20250225;111700;56.849;56.849;56.849;56.849;11;0
ОФЗ 26240;1;20250225;111800;56.849;56.85;56.789;56.789;284;0
ОФЗ 26240;1;20250225;111900;56.848;56.849;56.802;56.848;30;0
ОФЗ 26240;1;20250225;112000;56.848;56.848;56.8;56.848;281;0
ОФЗ 26240;1;20250225;112100;56.848;56.86;56.801;56.86;17542;0
ОФЗ 26240;1;20250225;112200;56.86;56.86;56.809;56.812;69;0
ОФЗ 26240;1;20250225;112300;56.859;56.859;56.859;56.859;11;0
ОФЗ 26240;1;20250225;112400;56.859;56.859;56.859;56.859;11;0
ОФЗ 26240;1;20250225;112500;56.814;56.858;56.814;56.858;689;0
ОФЗ 26240;1;20250225;112600;56.858;56.858;56.81;56.858;54;0
ОФЗ 26240;1;20250225;112700;56.858;56.858;56.858;56.858;136;0
ОФЗ 26240;1;20250225;112800;56.858;56.858;56.856;56.858;149;0
ОФЗ 26240;1;20250225;112900;56.858;56.859;56.858;56.859;2756;0
ОФЗ 26240;1;20250225;113000;56.859;56.859;56.859;56.859;192;0
ОФЗ 26240;1;20250225;113100;56.859;56.859;56.819;56.819;38;0
ОФЗ 26240;1;20250225;113200;56.858;56.859;56.82;56.859;57;0
ОФЗ 26240;1;20250225;113300;56.82;56.858;56.82;56.858;226;0
ОФЗ 26240;1;20250225;113400;56.858;56.86;56.823;56.859;3233;0
ОФЗ 26240;1;20250225;113500;56.859;56.859;56.821;56.858;1219;0
ОФЗ 26240;1;20250225;113600;56.859;56.859;56.859;56.859;1;0
ОФЗ 26240;1;20250225;113700;56.859;56.859;56.821;56.849;305;0
ОФЗ 26240;1;20250225;113800;56.822;56.849;56.821;56.849;55;0
ОФЗ 26240;1;20250225;113900;56.849;56.849;56.848;56.849;39;0
ОФЗ 26240;1;20250225;114000;56.849;56.849;56.849;56.849;329;0
ОФЗ 26240;1;20250225;114100;56.849;56.85;56.849;56.85;857;0
ОФЗ 26240;1;20250225;114200;56.85;56.85;56.848;56.849;220;0
ОФЗ 26240;1;20250225;114300;56.849;56.849;56.849;56.849;357;0
ОФЗ 26240;1;20250225;114400;56.849;56.849;56.849;56.849;37;0
ОФЗ 26240;1;20250225;114500;56.849;56.849;56.848;56.848;41;0
ОФЗ 26240;1;20250225;114600;56.848;56.848;56.785;56.786;2648;0
ОФЗ 26240;1;20250225;114700;56.786;56.786;56.784;56.784;45;0
ОФЗ 26240;1;20250225;114800;56.786;56.786;56.784;56.786;185;0
ОФЗ 26240;1;20250225;114900;56.786;56.8;56.786;56.799;121;0
ОФЗ 26240;1;20250225;115000;56.797;56.8;56.784;56.8;156;0
ОФЗ 26240;1;20250225;115100;56.8;56.8;56.799;56.8;1268;0
ОФЗ 26240;1;20250225;115200;56.8;56.8;56.8;56.8;13;0
ОФЗ 26240;1;20250225;115300;56.8;56.8;56.785;56.8;1903;0
ОФЗ 26240;1;20250225;115400;56.785;56.8;56.785;56.8;9;0
ОФЗ 26240;1;20250225;115500;56.8;56.8;56.8;56.8;273;0
ОФЗ 26240;1;20250225;115600;56.8;56.8;56.785;56.785;64;0
ОФЗ 26240;1;20250225;115700;56.8;56.8;56.785;56.785;249;0
ОФЗ 26240;1;20250225;115800;56.8;56.8;56.785;56.8;22;0
ОФЗ 26240;1;20250225;115900;56.785;56.8;56.785;56.8;1796;0
ОФЗ 26240;1;20250225;120000;56.8;56.8;56.8;56.8;21;0
ОФЗ 26240;1;20250225;120100;56.8;56.8;56.785;56.8;105;0
ОФЗ 26240;1;20250225;120200;56.785;56.8;56.785;56.8;136;0
ОФЗ 26240;1;20250225;120300;56.8;56.8;56.799;56.8;140;0
ОФЗ 26240;1;20250225;120400;56.8;56.8;56.8;56.8;536;0
ОФЗ 26240;1;20250225;120500;56.8;56.8;56.799;56.8;3476;0
ОФЗ 26240;1;20250225;120600;56.8;56.8;56.8;56.8;1667;0
