dt,z,beta,vol_scale,z_enter_eff,z_exit_eff,pos_coef,hedge_close,sber_close,sber_qty,hedge_qty,pos_change,pnl_price,pnl_carry,pnl_commission,pnl_total,pnl_cum
2025-07-21 10:22:00,-0.4385950941273554,1.8022504673253943,1.0,2.239775418732615,0.47148792954334734,0.0,63.662,311.15,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,703004.2298743636
2025-07-21 10:23:00,-1.1863333081988554,1.8069878189902453,1.0,1.75,0.4,0.0,63.668,311.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,703004.2298743636
2025-07-21 10:24:00,1.9121861230128316,1.7904517241315634,1.0,1.75,0.4,0.0,63.617,310.9,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,703004.2298743636
2025-07-21 10:25:00,-5.695387147087264,1.7114326043743184,1.0,1.8753647930693693,0.42731694461446906,0.0,63.708,310.58,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,703004.2298743636
2025-07-21 10:26:00,-0.5287672122513893,1.7101044028912504,1.0,1.75,0.4,0.0,63.733,310.69,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,703004.2298743636
2025-07-21 10:27:00,1.9273794575518202,1.7065365894227436,1.0,1.75,0.4,0.0,63.729,311.03,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,703004.2298743636
2025-07-21 10:28:00,4.085884757762358,1.6903930734051569,1.0,1.8771554360686071,0.4275339922507403,0.0,63.666,311.33,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,703004.2298743636
2025-07-21 10:29:00,-1.3229049032965816,1.6921314577187485,1.0,2.0989312472990576,0.45441590876352217,0.0,63.726,311.57,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,703004.2298743636
2025-07-21 10:30:00,-1.6075338562726231,1.6962307938212917,1.0,1.75,0.4,0.0,63.728,311.27,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,703004.2298743636
2025-07-21 10:31:00,0.08706119754458755,1.6961655084932719,1.0,1.75,0.4,0.0,63.73,311.31,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,703004.2298743636
