dt,sber_close,hedge_close,beta,z,vol_scale,spread_vol,pos_dir,pos_coef,z_enter_eff,z_exit_eff,pos_change,sber_qty,hedge_qty,pnl_price,pnl_carry,pnl_commission,pnl_total,pnl_cum,pnl_cum_max,drawdown,ret
2025-07-17 16:18:00,326.16,62.79,0.03870895737619598,1.7966185132979595,1.0,0.0003839454685383438,-1,-0.5133195752279884,1.75,0.4,-1.0,-78691.37466703281,408759.0183373057,0.0,-0.9512937595129394,-51.33195752279885,-52.283251282311795,926105.3498037696,982812.9141092207,-56707.56430545112,-5.228325128231179e-07
2025-07-17 16:19:00,326.14,62.79,0.022081734798587816,-0.1175870932566598,1.0,0.0003835059547700287,0,0.0,1.8617443247815453,0.42566597876139944,1.0,0.0,-0.0,1573.8274933436978,-5.859453181257096,-51.3303836953055,1516.6376564671352,927621.9874602368,982812.9141092207,-55190.926648983965,1.5166376564671352e-05
2025-07-17 16:20:00,326.18,62.781,0.056987031947461235,0.38075127094358663,1.0,0.00038357716061467555,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:21:00,326.18,62.79,0.05346651933492058,0.02026067956238085,1.0,0.0003835601557026324,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:22:00,326.13,62.795,0.05202057031160403,-0.37095854117482613,1.0,0.0003834491947153117,0,0.0,1.75,0.4,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:23:00,326.07,62.795,0.05062571852757457,-0.440778619325868,1.0,0.0003833555998664293,0,0.0,1.75,0.4,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:24:00,325.99,62.795,0.047587054802946394,-0.5996501332344636,1.0,0.0003835313886759418,0,0.0,1.75,0.4,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:26:00,326.01,62.795,0.049452605561214266,0.19774405652423735,1.0,0.00038346208102910606,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:27:00,325.96,62.792,0.05230719645468282,-0.36610751562043253,1.0,0.00038008080797163023,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:29:00,325.89,62.795,0.0513900918739528,-0.54256809125681,1.0,0.00037970476687735624,0,0.0,1.75,0.4,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:30:00,325.82,62.794,0.05207927825297105,-0.5321904295107308,1.0,0.00037990977862248723,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:31:00,325.79,62.8,0.051186340788779254,-0.22036751378385203,1.0,0.0003794903297570377,0,0.0,1.75,0.4,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:32:00,325.83,62.754,0.04196901226926605,0.438382593387736,1.0,0.00037962218105164826,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:33:00,325.85,62.8,0.04984732426245622,0.09774597486033164,1.0,0.0003795551030084333,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:34:00,325.77,62.799,0.05026695890319266,-0.6114890977682303,1.0,0.0003796983788051156,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:35:00,325.63,62.8,0.04855425613288986,-1.0926528292979172,1.0,0.00038060295496408634,0,0.0,1.75,0.4,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:36:00,325.71,62.8,0.03940976838562917,0.679011732971562,1.0,0.0003808322618800636,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:37:00,325.72,62.765,0.037728009730279205,0.16770239426461506,1.0,0.00038077060403546585,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:38:00,325.79,62.753,0.036478007593137365,0.6094485966091592,1.0,0.0003807628178969519,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:39:00,325.69,62.759,0.05232786623572426,-0.7863947936133566,1.0,0.000380996251789232,0,0.0,1.75,0.4,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:40:00,325.73,62.761,0.05315211173588076,0.34661374702429576,1.0,0.00038083620321476035,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:41:00,325.68,62.799,0.0428491520034189,-0.4416912385095011,1.0,0.0003809419632898256,0,0.0,1.75,0.4,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:42:00,325.84,62.799,0.013801969850524017,1.3072371785703083,1.0,0.0003818819545680747,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:43:00,325.86,62.799,0.021767405474176493,0.17754307481636344,1.0,0.0003813625069251754,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:44:00,325.79,62.763,0.0319999402660517,-0.4923708145826882,1.0,0.0003798296925841437,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:45:00,325.83,62.763,0.02725630981429478,0.3446824910799115,1.0,0.0003797214514677136,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:46:00,325.86,62.76,0.025892381066200242,0.2707713271476861,1.0,0.00037894970133094303,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:47:00,325.8,62.763,0.011787567451468086,-0.46374156042690634,1.0,0.000378800085496203,0,0.0,1.75,0.4,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:48:00,325.79,62.763,0.0335725257201939,-0.05621903766776414,1.0,0.0003787771767351633,0,0.0,1.75,0.4,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:49:00,325.85,62.799,0.018862353556707432,0.4827022600719357,1.0,0.0003787410748363947,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:50:00,325.86,62.8,0.021065400774115835,0.0966692324258596,1.0,0.00037504625970773473,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:51:00,325.99,62.8,0.021817852884139937,1.078661042495309,1.0,0.0003751921407192796,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:52:00,326.08,62.856,0.044345991456758174,0.6422091635465506,1.0,0.0003755106210097978,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:53:00,326.1,62.866,0.03191502103093312,0.15916046634027467,1.0,0.00037527444775927767,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:54:00,326.1,62.862,0.031995222453142944,0.01733267188546198,1.0,0.0003749442084373197,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:55:00,326.03,62.861,0.029770510387947223,-0.5565091601390348,1.0,0.00037518647494812776,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
2025-07-17 16:56:00,326.0,62.866,0.02820671164733635,-0.237605447553013,1.0,0.0003751043854652891,0,0.0,1.75,0.4,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,927621.9874602368,982812.9141092207,-55190.926648983965,0.0
