regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,34820,84795908.7767963,2.4352644680297603e-05,0.001232768693299093,6.192943378914647
bull,35384,60277772.67996659,1.703531898032065e-05,0.001153807546975244,4.62859805558872
sideways,24964,41981670.00653811,1.6816884316030325e-05,0.000824791251845271,6.391960236319463
