peak_time,trough_time,recovery_time,peak_val,trough_val,depth
2025-06-02 10:02:00,2025-06-06 13:29:00,2025-06-17 16:38:00,165284563.97465923,155148526.39785737,-10136037.576801866
2025-07-04 12:06:00,2025-07-15 11:04:00,2025-08-11 10:34:00,179070978.23963267,170033086.52238438,-9037891.71724829
2025-04-07 12:27:00,2025-04-07 17:36:00,2025-04-09 16:11:00,101866915.24618435,93386037.36998683,-8480877.876197517
2025-09-24 14:13:00,2025-10-09 18:22:00,,189720191.64760894,181466385.29179698,-8253806.355811954
2025-02-17 18:45:00,2025-02-18 15:16:00,2025-02-21 10:53:00,38266885.45357545,31804296.34036964,-6462589.113205805
