vol_bucket,minutes,spread_vol_med,pnl_sum,ret_mean,ret_std,sharpe
0,5133,0.0007379696792545661,1075489.3019403862,2.0952450846296245e-06,0.00011420583760852384,5.751473207681773
1,5132,0.001100449221644146,1050361.32301752,2.0466900292625086e-06,0.00015487338968113895,4.142932371218424
2,5132,0.001296391638079179,3759302.272447789,7.3252187693838435e-06,0.0001673490263763988,13.722397118798096
3,5132,0.0017546608163411818,2628839.8122477736,5.122447023086074e-06,0.00022688609194007267,7.077863371499694
