regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,9078,5355053.157034193,5.898934960381353e-06,0.0001776016045521213,10.412602668737657
bull,9281,1946006.827641794,2.0967641715782712e-06,0.00017135512624830696,3.8360570696954883
sideways,2218,1240231.4976972842,5.591665904857007e-06,0.00013478890519988602,13.005278087773727
