regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,9074,765718.209792895,8.438596096461257e-07,0.00011879557932217177,2.226909123317971
bull,9282,-524750.0434317484,-5.653415680152429e-07,0.00011273514500268489,-1.5721144707736192
sideways,2220,522220.57851565327,2.3523449482687097e-06,7.0119370535452e-05,10.517089559893225
