regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,34820,5061383.840568811,1.4535852500197621e-06,7.827196639444596e-05,5.821928087763798
bull,35384,4815726.013262335,1.360989716612688e-06,7.464422815325304e-05,5.715986389727858
sideways,24964,2303471.6805116506,9.227173852394055e-07,4.734572568923291e-05,6.109708634851427
