dt,z,beta,pos_dir,pos_change,sber_close,ofz_close,sber_qty,ofz_qty,pnl_price,pnl_carry,pnl_commission,pnl_total,pnl_cum
2025-01-03 10:00:00,0.0,0.0,0.0,0.0,279.54,59.991,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:05:00,0.0,0.0,0.0,0.0,278.4,59.928,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:10:00,0.0,0.0,0.0,0.0,278.4,60.377,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:15:00,0.0,0.0,0.0,0.0,278.31,60.013,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:20:00,0.0,0.0,0.0,0.0,277.8,60.1,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:25:00,0.0,0.0,0.0,0.0,276.89,60.1,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:30:00,0.0,0.0,0.0,0.0,277.47,60.367,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:35:00,0.0,0.0,0.0,0.0,277.48,60.2,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:40:00,0.0,0.0,0.0,0.0,276.87,60.1,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:45:00,0.0,0.0,0.0,0.0,276.07,60.32,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:50:00,0.0,0.0,0.0,0.0,275.52,60.246,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:55:00,0.0,0.0,0.0,0.0,275.8,59.7,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 11:00:00,0.0,0.0,0.0,0.0,275.11,59.79,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2025-01-03 11:05:00,0.0,0.0,0.0,0.0,274.68,59.779,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 11:10:00,0.0,0.0,0.0,0.0,275.02,59.65,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 11:15:00,0.0,0.0,0.0,0.0,275.15,59.602,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 11:20:00,0.0,0.0,0.0,0.0,275.27,59.512,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 11:25:00,0.0,0.0,0.0,0.0,275.22,59.563,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2025-01-03 11:30:00,0.0,0.0,0.0,0.0,274.9,59.494,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 11:35:00,0.0,0.0,0.0,0.0,275.75,59.46,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 11:40:00,0.0,0.0,0.0,0.0,275.4,59.464,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2025-01-03 11:45:00,0.0,0.0,0.0,0.0,275.59,59.529,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 11:50:00,0.0,0.0,0.0,0.0,275.38,59.539,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2025-01-03 11:55:00,0.0,0.0,0.0,0.0,275.13,59.536,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 12:00:00,-1.1350941200609401,-0.05813814942900206,0.0,0.0,274.38,59.527,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 12:05:00,0.5795117342490401,-0.059511856270939634,0.0,0.0,274.46,59.489,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 12:10:00,0.74636761645501,-0.05458761178313167,0.0,0.0,274.61,59.523,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 12:15:00,0.4225966333252434,-0.07193143722238182,0.0,0.0,274.74,59.17,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 12:20:00,0.3334301163148267,-0.07028224679949367,0.0,0.0,274.71,59.186,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2025-01-03 12:25:00,-1.326837736531004,-0.07337341587381731,0.0,0.0,273.91,59.18,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 12:30:00,0.35733066166220273,-0.07232033274599839,0.0,0.0,273.88,59.18,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2025-01-03 12:35:00,0.6995673501494037,-0.0700840472391955,0.0,0.0,274.01,59.184,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 12:40:00,-1.0149517650746784,-0.04324615120383363,0.0,0.0,273.42,58.901,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
