regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,27364,1648360.9587102474,6.023830429433735e-07,8.14025862254504e-05,2.319888483219912
bull,27466,1841131.313037403,6.703310686075162e-07,7.309219246484845e-05,2.8750866188818622
sideways,15856,2293058.439261215,1.446177118605711e-06,4.757283891759887e-05,9.530045869401789
