dt,z,beta,pos_dir,pos_change,hedge_close,ofz40_close,ofz41_close,sber_close,sber_qty,ofz40_qty,ofz41_qty,pnl_price,pnl_carry,pnl_commission,pnl_total,pnl_cum
2025-01-03 10:13:00,0.0,0.0,0.0,0.0,66.422,60.413,72.431,278.73,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:14:00,0.0,0.0,0.0,0.0,66.399,60.377,72.421,278.4,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:15:00,0.0,0.0,0.0,0.0,66.22149999999999,60.024,72.419,278.4,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:16:00,0.0,0.0,0.0,0.0,66.179,59.928,72.43,278.58,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:17:00,0.0,0.0,0.0,0.0,66.3765,60.334,72.419,278.65,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:18:00,0.0,0.0,0.0,0.0,66.3725,60.328,72.417,278.64,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:19:00,0.0,0.0,0.0,0.0,66.215,60.013,72.417,278.31,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:20:00,0.0,0.0,0.0,0.0,66.22749999999999,60.038,72.417,278.35,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:21:00,0.0,0.0,0.0,0.0,66.4045,60.4,72.409,278.39,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:22:00,0.0,0.0,0.0,0.0,66.3495,60.399,72.3,278.3,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:23:00,0.0,0.0,0.0,0.0,66.1905,60.076,72.305,277.81,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:24:00,0.0,0.08749902379834802,0.0,0.0,66.206,60.1,72.312,277.8,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:25:00,0.0,0.07523680442474,0.0,0.0,66.257,60.1,72.414,277.36,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:26:00,0.0,0.04774106761203401,0.0,0.0,66.397,60.395,72.399,277.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:27:00,0.0,0.050593656458493064,0.0,0.0,66.3515,60.373,72.33,276.81,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:28:00,0.0,0.05129659671309585,0.0,0.0,66.3985,60.4,72.397,276.74,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:29:00,0.0,0.024060818174498306,0.0,0.0,66.257,60.1,72.414,276.89,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:30:00,0.0,0.025763833511704016,0.0,0.0,66.27600000000001,60.14,72.412,277.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:31:00,0.0,0.021158248932435838,0.0,0.0,66.23400000000001,60.101,72.367,277.06,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:32:00,0.0,0.021926530364308548,0.0,0.0,66.2555,60.101,72.41,277.05,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:33:00,0.0,0.03076120556465773,0.0,0.0,66.3555,60.3,72.411,277.13,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:34:00,0.0,0.03702869075048006,0.0,0.0,66.3885,60.367,72.41,277.47,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:36:00,0.0,0.036299576786315894,0.0,0.0,66.345,60.319,72.371,277.42,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:37:00,0.20073538456582915,0.03500774342174411,0.0,0.0,66.31,60.249,72.371,277.4,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:38:00,1.4236974916930403,0.025296718139347908,0.0,0.0,66.27199999999999,60.2,72.344,277.7,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:39:00,-0.647791755192105,0.02448404657771364,0.0,0.0,66.285,60.2,72.37,277.48,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:40:00,-1.0686468358882895,0.03246419202671371,0.0,0.0,66.2415,60.181,72.302,277.14,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:41:00,-0.6967612774788162,0.029528802397014317,0.0,0.0,66.273,60.181,72.365,276.9,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:42:00,0.013139383819302113,0.029481109818881697,0.0,0.0,66.25,60.2,72.3,276.83,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:43:00,0.36821264438325313,0.028704335352936174,0.0,0.0,66.2395,60.18,72.299,276.85,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:44:00,0.3758396707543731,0.02635138976202832,0.0,0.0,66.2,60.1,72.3,276.87,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:45:00,-2.651231391109206,0.006497646513509418,1.0,1.0,66.25,60.2,72.3,276.1,45273.45164795364,-103820.59800664452,-86445.36652835409,-0.0,-0.23782343987823484,-25.0,-25.237823439878234,-25.237823439878234
2025-01-03 10:46:00,-0.7508203331189405,-6.515404915911919e-05,1.0,0.0,66.3095,60.319,72.3,275.82,45319.41121020956,-103615.77612360947,-86445.36652835409,-25031.217624219033,2.613163645404544,-0.02503121762421943,-25028.629491791253,-25053.86731523113
2025-01-03 10:47:00,0.3684573790861854,-0.00030685742320106307,0.0,-1.0,66.31,60.32,72.3,275.83,0.0,-0.0,-0.0,349.5783359783154,2.853984747514178,-25.000556809888224,327.43176391594136,-24726.43555131519
2025-01-03 10:48:00,0.40254161348667433,-0.0006236376290251931,0.0,0.0,66.3095,60.319,72.3,275.85,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-24726.43555131519
2025-01-03 10:49:00,1.1632357007469052,-0.0013503939997017874,1.0,1.0,66.31,60.32,72.3,276.07,45278.3714275365,-103614.05835543766,-86445.36652835409,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-24751.673374755068
2025-01-03 10:50:00,-2.3256006568500758,0.000521451438563349,1.0,0.0,66.3095,60.319,72.3,275.36,45395.11911679256,-103615.77612360947,-86445.36652835409,-32044.02965519479,2.6087181939771193,-0.032251257771903324,-32041.453188258587,-56793.126563013655
2025-01-03 10:51:00,0.1053293777151249,0.0004574064532968318,0.0,-1.0,66.31,60.32,72.3,275.3,0.0,-0.0,-0.0,-2827.3229231310247,2.853259427592007,-24.997379908629114,-2849.467043612062,-59642.59360662572
2025-01-03 10:52:00,1.9074403380340512,-0.0008907951368148124,-1.0,-1.0,66.31,60.32,72.3,275.74,-45332.55965764851,103614.05835543766,86445.36652835409,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-59667.8314300656
2025-01-03 10:55:00,-0.40766290174076436,0.0125654793680642,0.0,1.0,66.1105,59.95,72.271,275.54,0.0,-0.0,-0.0,-31777.605289304436,-2.85181129864577,-24.950089370847643,-31805.40718997393,-91473.23862003953
2025-01-03 10:56:00,0.8343783493693158,0.014966370484239062,-1.0,-1.0,66.1305,59.899,72.362,275.69,-45340.78131234358,104342.3095544166,86371.29985351428,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-91498.4764434794
2025-01-03 10:58:00,1.2582658917284444,0.005207148824005074,-1.0,0.0,66.07849999999999,59.798,72.359,275.96,-45296.4197709813,104518.54577076156,86374.8808026645,-23039.69811888848,-3.0944996980869868,-0.02303969811888978,-23042.815658284686,-114541.29210176409
2025-01-03 10:59:00,-0.32720289381898726,0.007534444063303528,0.0,1.0,66.0295,59.7,72.359,275.8,0.0,-0.0,-0.0,-2995.3903221789597,-2.8522266148028863,-24.982509755351106,-3023.225058549114,-117564.5171603132
2025-01-03 11:00:00,-0.8991601233080045,0.01577558682878737,-1.0,-1.0,65.965,59.576,72.354,275.48,-45375.344852620874,104908.0166510004,86380.84971114244,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-117589.75498375308
2025-01-03 11:02:00,0.17930835734727504,0.01801712134425733,0.0,1.0,66.0515,59.797,72.306,275.46,0.0,-0.0,-0.0,19945.897790789906,-2.8536740851833207,-25.01813088399668,19918.025985820725,-97671.72899793235
2025-01-03 11:03:00,-0.8433313228334196,0.027220447262924205,-1.0,-1.0,65.9725,59.617,72.328,275.15,-45429.7655824096,104835.86896355067,86411.90133834752,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-97696.96682137223
2025-01-03 11:04:00,0.11021351476285096,0.02831626543317328,0.0,1.0,66.0445,59.79,72.299,275.11,0.0,-0.0,-0.0,17447.850815177426,-2.8534663948348644,-25.013813469568586,17419.983535313022,-80276.98328605921
2025-01-03 11:05:00,-0.6380290909686124,0.03060301546558492,0.0,0.0,66.017,59.782,72.252,274.86,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-80276.98328605921
2025-01-03 11:06:00,0.9294554753858548,0.023503280835722992,-1.0,-1.0,65.9585,59.618,72.299,275.02,-45451.23990982474,104834.1105035392,86446.5621931147,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-80302.22110949909
2025-01-03 11:07:00,0.5710922867535497,0.02750589674589628,0.0,1.0,66.0095,59.769,72.25,275.1,0.0,-0.0,-0.0,7957.969945782994,-2.854711438171869,-25.015230168331357,7930.100004176491,-72372.1211053226
2025-01-03 11:09:00,-1.3098572901336825,0.026495113350434637,-1.0,-1.0,66.014,59.779,72.249,274.68,-45507.49963594,104551.76567021864,86506.38763166273,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-72397.35892876248
2025-01-03 11:10:00,1.359244681107397,0.021393755596426138,-1.0,0.0,65.9845,59.773,72.196,274.96,-45461.157986616236,104562.26055242332,86569.89306886808,-17954.24903656118,-3.094613873644916,-0.01795424903656169,-17957.36160468386,-90354.72053344634
2025-01-03 11:11:00,-0.5916662370987154,0.027807896222318572,0.0,1.0,65.901,59.764,72.038,274.72,0.0,-0.0,-0.0,-3708.425533067386,-2.8513902561833824,-24.97447021863336,-3736.251393542203,-94090.97192698854
2025-01-03 11:12:00,0.17745330418780564,0.02772679403687732,0.0,0.0,65.8945,59.601,72.188,274.69,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-94090.97192698854
2025-01-03 11:14:00,1.5364359986053682,0.02239886916278408,-1.0,-1.0,65.865,59.65,72.08,275.02,-45451.23990982474,104777.87091366304,86709.21198668146,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-94116.20975042842
2025-01-03 11:15:00,0.04159757789018195,0.022314554103095848,0.0,1.0,65.8455,59.621,72.07,274.96,0.0,-0.0,-0.0,-1178.575981773517,-2.85325865881402,-24.993367275229044,-1206.42260770756,-95322.63235813598
2025-01-03 11:16:00,0.37238332093257315,0.023182012360406366,0.0,0.0,65.86,59.65,72.07,274.99,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-95322.63235813598
2025-01-03 11:17:00,0.29802050692384774,0.023309702328988706,0.0,0.0,65.86,59.65,72.07,275.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-95322.63235813598
2025-01-03 11:18:00,0.8235132232879944,0.026178121733851967,-1.0,-1.0,65.884,59.621,72.147,275.15,-45429.7655824096,104828.83547743244,86628.6886495627,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-95347.87018157585
2025-01-03 11:19:00,0.2458135000402073,0.026284281658124783,0.0,1.0,65.8845,59.602,72.167,275.15,0.0,-0.0,-0.0,-259.17410108087915,-2.853881278538813,-24.999740825898915,-287.0277231853169,-95634.89790476116
2025-01-03 11:20:00,0.8069190629469293,0.03049560279546681,-1.0,-1.0,65.923,59.636,72.21,275.3,-45405.01271340356,104802.46830773358,86553.10898767484,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-95660.13572820104
2025-01-03 11:23:00,-0.43231465183194556,0.030152530035111647,0.0,1.0,65.92699999999999,59.593,72.261,275.13,0.0,-0.0,-0.0,7626.5545824184455,-2.852118983524822,-24.99218885025986,7598.710274584661,-88061.42545361638
2025-01-03 11:24:00,0.8186029371426621,0.021602673649615663,-1.0,-1.0,65.84100000000001,59.512,72.17,275.27,-45409.96112907328,105020.83613388897,86601.08078148816,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-88086.66327705626
2025-01-03 11:25:00,-0.5919064398403487,0.0221237573896375,0.0,1.0,65.8305,59.591,72.07,275.06,0.0,-0.0,-0.0,9172.6298135322,-2.851704088621666,-24.990100446139323,9144.788008997439,-78941.87526805882
2025-01-03 11:26:00,0.41824542691020306,0.024639676862350243,0.0,0.0,65.8765,59.584,72.169,275.11,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-78941.87526805882
2025-01-03 11:28:00,0.7646107566030111,0.021062146750619574,-1.0,-1.0,65.835,59.57,72.1,275.24,-45414.91062345589,104918.58317945275,86685.1595006935,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-78967.1130914987
2025-01-03 11:29:00,0.14740569464385084,0.021058487602377777,0.0,1.0,65.8315,59.563,72.1,275.22,0.0,-0.0,-0.0,173.8681302123432,-2.8536739045177013,-24.998357271705277,146.0160990361202,-78821.09699246258
2025-01-03 11:30:00,-1.0655376663713418,0.008209348747940447,-1.0,-1.0,65.9285,59.564,72.293,274.9,-45471.080392870135,104929.15183667987,86453.73687632273,-0.0,-0.23782343987823484,-25.0,-25.237823439878234,-78846.33481590246
2025-01-03 11:31:00,-2.071721226140647,0.010937858433995248,1.0,2.0,65.9155,59.564,72.267,274.31,45568.88192191316,-104929.15183667987,-86484.84093708056,24580.140273006946,-3.085579618546775,-49.97092426540942,24527.08376912299,-54319.25104677947
2025-01-03 11:32:00,1.3478350855887338,0.01137367226673719,1.0,0.0,65.916,59.565,72.267,274.59,45522.41523726283,-104927.3902459498,-86484.84093708056,12654.357786298007,2.6189709178701976,-0.012864216089970782,12656.963892999787,-41662.28715377968
2025-01-03 11:33:00,1.5861516704881133,0.013431859756101271,-1.0,-2.0,65.9245,59.564,72.285,274.94,-45464.46497417618,104929.15183667987,86463.3049733693,14481.045586421222,2.6196954745813636,-50.017384645079666,14433.647897250723,-27228.639256528957
2025-01-03 11:34:00,0.07426541984966972,0.013061797174551104,0.0,1.0,65.881,59.494,72.268,274.9,0.0,-0.0,-0.0,-6996.338214146567,-2.853466077945441,-24.989366504587917,-7024.181046729101,-34252.82030325806
2025-01-03 11:35:00,0.9984012092414232,0.010771630193235874,-1.0,-1.0,65.8595,59.452,72.267,275.1,-45438.022537259174,105126.82500168204,86484.84093708056,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-34278.058126697935
2025-01-03 11:36:00,0.13576002108189564,0.01033680165083921,0.0,1.0,65.83,59.456,72.204,275.08,0.0,-0.0,-0.0,-4119.2772282821,-2.8536737989838477,-24.994063201870226,-4147.124965282954,-38425.183091980885
2025-01-03 11:39:00,2.711194621016704,0.01136559303800645,-1.0,-1.0,65.83,59.46,72.2,275.75,-45330.915684496824,105112.68079381097,86565.09695290859,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-38450.420915420764
2025-01-03 11:40:00,-0.17958808376947774,0.009835114030427885,0.0,1.0,65.8955,59.591,72.2,275.66,0.0,-0.0,-0.0,17849.54359559284,-2.8529498213672135,-25.009689978772382,17821.6809557927,-20628.739959628063
2025-01-03 11:41:00,-0.4573415887225891,0.013265823693128252,0.0,0.0,65.832,59.464,72.2,275.49,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-20628.739959628063
2025-01-03 11:42:00,0.22392697786622476,0.01225103155285378,0.0,0.0,65.7915,59.451,72.132,275.5,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-20628.739959628063
2025-01-03 11:43:00,0.8351766665713684,0.02062202881256795,-1.0,-1.0,65.8715,59.593,72.15,275.68,-45342.42600116076,104878.0897085228,86625.08662508662,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-20653.97778306794
2025-01-03 11:44:00,-0.8677684936822253,0.027943977798853065,-1.0,0.0,65.798,59.464,72.132,275.4,-45388.52578068265,105105.61011704561,86646.70326623412,-2392.645851325219,-3.0888061158416305,-0.027784404411978866,-2395.762441845473,-23049.740224913414
2025-01-03 11:45:00,-0.2252315819847247,0.026694570993729846,0.0,1.0,65.842,59.564,72.12,275.3,0.0,-0.0,-0.0,14009.653150576578,-2.8528450108269254,-25.004931947994443,13981.795373617757,-9067.944851295657
2025-01-03 11:46:00,0.11337141749573666,0.02756688395494004,0.0,0.0,65.9065,59.556,72.257,275.29,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-9067.944851295657
2025-01-03 11:47:00,0.7480270793748117,0.021025377365020605,0.0,0.0,65.828,59.545,72.111,275.43,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-9067.944851295657
2025-01-03 11:48:00,1.0126104660726132,0.024209551179299647,-1.0,-1.0,65.85300000000001,59.45,72.256,275.65,-45347.360783602395,105130.36164844407,86498.00708591675,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-9093.182674735535
2025-01-03 11:49:00,-0.08596338074056367,0.023798072257760657,0.0,1.0,65.8925,59.529,72.256,275.59,0.0,-0.0,-0.0,11026.140217243394,-2.8532600818157494,-25.00558445692321,10998.281372704654,1905.0986979691188
2025-01-03 11:50:00,-0.2641553802958011,0.023826131618612228,0.0,0.0,65.8895,59.523,72.256,275.48,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,1905.0986979691188
2025-01-03 11:51:00,-0.850820057673521,0.02334551787246834,-1.0,-1.0,65.8925,59.526,72.259,275.22,-45418.21088583678,104996.13614218996,86494.41592050817,-0.0,-0.23782343987823484,-25.0,-25.237823439878234,1879.8608745292406
2025-01-03 11:52:00,-0.1398105004563322,0.02325161303450939,0.0,1.0,65.8965,59.534,72.259,275.14,0.0,-0.0,-0.0,4473.425960005856,-2.853051722175601,-24.997206512218266,4445.575701771462,6325.436576300703
2025-01-03 11:54:00,1.1294648978220523,0.020112506733368656,-1.0,-1.0,65.8695,59.539,72.2,275.38,-45391.82220931077,104973.2108365945,86565.09695290859,0.0,-0.23782343987823484,-25.0,-25.237823439878234,6300.198752860824
2025-01-03 11:56:00,-1.5116660929526338,0.01991014209083142,1.0,2.0,65.8685,59.537,72.2,274.95,45462.81142025823,-104976.73715504644,-86565.09695290859,19308.537128330496,-3.0872484436339414,-49.980271570028314,19255.469608316835,25555.66836117766
2025-01-03 11:57:00,0.386106796383291,0.018739781098418652,0.0,-1.0,65.839,59.42,72.258,275.0,0.0,-0.0,-0.0,9534.643194885513,2.854400260404341,-24.99501163794714,9512.50258350797,35068.17094468563
2025-01-03 11:59:00,0.6668741093403615,0.02320065939777696,0.0,0.0,65.89699999999999,59.536,72.258,275.13,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,35068.17094468563
2025-01-03 12:00:00,-0.30135027032100054,0.023188387023521065,0.0,0.0,65.8955,59.532,72.259,275.01,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,35068.17094468563
2025-01-03 12:01:00,0.7216608872544563,0.024870923422659237,0.0,0.0,65.915,59.531,72.299,275.15,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,35068.17094468563
2025-01-03 12:02:00,0.4789558230964751,0.019966447875588093,0.0,0.0,65.81899999999999,59.425,72.213,275.22,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,35068.17094468563
2025-01-03 12:05:00,-1.652314679334268,0.017367549726986307,1.0,1.0,65.831,59.4,72.262,274.76,45494.24952685981,-105218.85521885523,-86490.82505327834,0.0,-0.23782343987823484,-25.0,-25.237823439878234,35042.933121245755
2025-01-03 12:06:00,-1.220839377692994,0.037765502615605885,1.0,0.0,65.6745,59.399,71.95,274.38,45557.25635979299,-105220.62660987559,-86865.87908269631,9802.541451634726,2.6121108489755995,-0.04437817109204817,9805.109184312609,44848.04230555837
2025-01-03 12:08:00,0.27683535372507334,0.04089757459218229,0.0,-1.0,65.7805,59.4,72.161,274.42,0.0,-0.0,-0.0,-16611.630858665772,2.854297326542099,-25.02025621136745,-16633.796817550596,28214.24548800777
2025-01-03 12:09:00,0.3247769699366352,0.04204989818545017,0.0,0.0,65.813,59.489,72.137,274.46,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,28214.24548800777
2025-01-03 12:10:00,0.1908613097867333,0.04197410305740165,0.0,0.0,65.8065,59.439,72.174,274.46,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,28214.24548800777
2025-01-03 12:12:00,1.3720226109997267,0.033694597675279325,1.0,1.0,65.744,59.367,72.121,274.75,45495.90536851683,-105277.34263142824,-86659.9187476602,0.0,-0.23782343987823484,-25.0,-25.237823439878234,28189.007664567893
2025-01-03 12:13:00,-0.3453627472754409,0.030957426776027506,0.0,-1.0,65.82000000000001,59.523,72.117,274.63,0.0,-0.0,-0.0,-21536.13441973582,2.852634815378031,-25.010617117131293,-21558.292402037572,6630.715262530321
2025-01-03 12:14:00,0.09607989102371728,0.030979553010898202,0.0,0.0,65.82000000000001,59.523,72.117,274.61,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,6630.715262530321
2025-01-03 12:16:00,0.8264406031746152,0.01820435242110248,1.0,1.0,65.66,59.196,72.124,274.76,45494.24952685981,-105581.4582066356,-86656.31412567246,0.0,-0.23782343987823484,-25.0,-25.237823439878234,6605.477439090442
2025-01-03 12:17:00,0.09219325954143007,0.0181372952912456,0.0,-1.0,65.6485,59.17,72.127,274.74,0.0,-0.0,-0.0,1575.2639804587334,2.8536735422396036,-24.99660496603847,1553.1210490349347,8158.598488125377
2025-01-03 12:20:00,0.7108355644214152,0.013317463668377095,0.0,0.0,65.57249999999999,59.179,71.966,274.87,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,8158.598488125377
2025-01-03 12:21:00,0.12148059736371233,0.013439713570809716,0.0,0.0,65.57900000000001,59.194,71.964,274.86,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,8158.598488125377
2025-01-03 12:22:00,0.30639890411066006,0.01562577888528273,0.0,0.0,65.652,59.192,72.112,274.9,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,8158.598488125377
2025-01-03 12:23:00,0.2042396488320912,0.014255483866652072,0.0,0.0,65.643,59.192,72.094,274.91,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,8158.598488125377
2025-01-03 12:24:00,-0.6573403829105429,0.018934267630389592,0.0,0.0,65.638,59.186,72.09,274.71,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,8158.598488125377
2025-01-03 12:27:00,-1.039187149236272,0.02013083461042684,1.0,1.0,65.686,59.187,72.185,274.42,45550.61584432621,-105597.5129673746,-86583.0851284893,-0.0,-0.23782343987823484,-25.0,-25.237823439878234,8133.360664685499
2025-01-03 12:28:00,-1.176951346028165,0.026042854930473064,1.0,0.0,65.6845,59.186,72.183,274.09,45605.45806122077,-105599.29713107829,-86585.48411675879,-14752.939545405812,2.612625942946279,-0.0153104669118535,-14750.342229929778,-6616.981565244279
2025-01-03 12:29:00,-0.5536609292402138,0.02356119813123829,0.0,-1.0,65.6775,59.18,72.175,273.91,0.0,-0.0,-0.0,-6882.702795296048,2.8520070816321876,-24.99046473789326,-6904.841252952309,-13521.82281819659
2025-01-03 12:30:00,0.06471428121282304,0.022764233300660824,0.0,0.0,65.6775,59.18,72.175,273.88,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-13521.82281819659
2025-01-03 12:31:00,0.6961538054247188,0.005943156700598939,0.0,0.0,65.57050000000001,59.179,71.962,274.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-13521.82281819659
2025-01-03 12:33:00,1.4216877485202741,0.025935677770443057,1.0,1.0,65.6555,59.183,72.128,274.31,45568.88192191316,-105604.6499839481,-86651.50842945874,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-13547.060641636468
2025-01-03 12:34:00,-1.537895686390647,0.03633804519446847,1.0,0.0,65.5715,59.18,71.963,273.88,45640.42646414488,-105610.0033795201,-86850.18690160222,-4980.306385609883,2.611584181302947,-0.03420893206723627,-4977.729010360648,-18524.78965199712
2025-01-03 12:36:00,0.6743287716636668,0.03099677640631861,0.0,-1.0,65.574,59.197,71.951,274.0,0.0,-0.0,-0.0,4723.683361064699,2.855131701181666,-25.00623001899033,4701.53226274689,-13823.257389250228
2025-01-03 12:37:00,0.14473162239849532,0.04159612682455347,0.0,0.0,65.6205,59.189,72.052,274.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-13823.257389250228
2025-01-03 12:38:00,0.6412386139628988,0.05141093120754455,0.0,0.0,65.61,59.188,72.032,274.11,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-13823.257389250228
2025-01-03 12:39:00,-0.23046945439170818,0.0528627148956738,0.0,0.0,65.598,59.184,72.012,274.01,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-13823.257389250228
