regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,34820,7070808.037159444,2.030674335772385e-06,0.00010244159879360539,6.214361398211737
bull,35384,4997565.346402371,1.4123799871134892e-06,9.608158911390258e-05,4.608334038448653
sideways,24964,3494634.206358798,1.3998694946157663e-06,6.880768309753659e-05,6.377980529530124
