peak_time,trough_time,recovery_time,peak_val,trough_val,depth
2025-06-02 10:02:00,2025-06-06 13:29:00,2025-06-17 16:38:00,13748775.299200645,12904105.501133623,-844669.7980670221
2025-07-04 12:06:00,2025-07-15 11:04:00,2025-08-11 10:34:00,14897643.154613713,14144485.51150927,-753157.6431044433
2025-04-07 12:27:00,2025-04-07 17:36:00,2025-04-09 16:11:00,8463971.23849518,7757231.415478755,-706739.8230164256
2025-09-24 14:13:00,2025-10-09 18:22:00,,15785077.605274932,15097260.4089566,-687817.1963183321
2025-05-15 16:44:00,2025-05-16 16:36:00,2025-05-23 10:00:00,13246373.509618104,12717703.43876436,-528670.0708537437
