regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,34820,19439771.195786823,5.582932566279958e-06,0.00028794338431647944,6.078380057669294
bull,35384,14213954.22947204,4.017056926710389e-06,0.00026877951321755214,4.685375444317575
sideways,24964,5976964.272012187,2.3942334049079426e-06,0.00015850163144402298,4.735494352989526
