regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,34820,28265302.925598763,8.117548226765871e-06,0.0004109228984330311,6.1929433688674385
bull,35384,20092590.8933222,5.6784396601068845e-06,0.00038460251632508127,4.628598047565549
sideways,24964,14018633.428173952,5.615539748507432e-06,0.0002749638121548242,6.402484551647321
