regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,8897,2814609.8460155525,3.1635493379965758e-06,0.00012157493599676837,8.15761371220082
bull,9152,508880.48091854237,5.560319940106449e-07,0.0001202088051196987,1.45009373154671
sideways,2212,62701.27800598828,2.834596654881937e-07,8.978530505088746e-05,0.9897342095636399
