vol_bucket,minutes,spread_vol_med,pnl_sum,ret_mean,ret_std,sharpe
0,5132,0.0007370185016440773,158713.57611356754,3.0926261908333473e-07,8.661515648923582e-05,1.1193505295373443
1,5132,0.0010479923941148308,388804.0442638809,7.576072569444282e-07,0.00012516176365357136,1.8976015471272278
2,5132,0.0012311374641502473,-115843.81118887849,-2.2572839280763492e-07,0.00015807825147333353,-0.4476582986646786
3,5132,0.0016366712226475383,214324.853418482,4.176244220936896e-07,0.00021332497179793892,0.6137291689862392
