dt,sber_close,hedge_close,beta,z,vol_scale,spread_vol,regime,pos_dir,pos_change,sber_qty,hedge_qty,pnl_price,pnl_carry,pnl_commission,pnl_total,pnl_cum,pnl_cum_max,drawdown,ret
2025-01-03 12:05:00,274.46,106.83,-4.989996822272957,0.0749498965660254,0.25,,sideways,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 12:10:00,274.61,106.81,-5.091819388544924,0.20995755713414488,0.25,,sideways,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 12:15:00,274.8,106.79,-5.212471263081816,0.278081770967834,0.25,,sideways,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 12:20:00,274.71,106.75,-4.578664308927958,-0.7764354862817454,0.25,,sideways,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 12:25:00,273.91,106.74,-4.406442467289559,-1.4791953968980385,0.25,,sideways,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 12:30:00,273.88,106.72,-4.395337826142626,-0.03619256787778511,0.25,,sideways,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 12:35:00,274.01,106.71,-4.449354396283626,0.5592827245377774,0.25,,sideways,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 12:40:00,273.42,106.7,-4.353028034879809,-1.030112400786995,0.25,,sideways,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 12:45:00,273.64,106.69,-4.422724870099586,0.7778450292551746,0.25,,sideways,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 12:50:00,274.36,106.69,-4.229313554729586,2.006665308651247,0.25,,sideways,-1.0,-1.0,-45560.5773436361,117161.87084075359,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-25.237823439878234,0.0,-25.237823439878234,-2.5237823439878236e-07
2025-01-03 12:55:00,273.88,106.68,-4.153990301625981,-0.7998251938781615,0.25,,sideways,-1.0,0.0,-45640.42646414488,117172.85339332583,20697.458416539685,-3.086711778434183,-0.02304069583335264,20694.34866406542,20669.11084062554,20669.11084062554,0.0,0.0002069434866406542
2025-01-03 13:00:00,273.65,106.68,-4.15712793492135,-0.02598535571920153,0.25,,sideways,0.0,1.0,0.0,-0.0,10497.298086754154,-2.8514846351400105,-24.989502701913246,10469.457099417099,31138.567940042638,31138.567940042638,0.0,0.000104694570994171
2025-01-03 13:05:00,273.31,106.67,-4.111667169140125,-0.4933609101263153,0.25,,sideways,-1.0,-1.0,-45735.611576598,117183.83800506234,0.0,-0.23782343987823484,-25.0,-25.237823439878234,31113.33011660276,31138.567940042638,-25.23782343987841,-2.5237823439878236e-07
2025-01-03 13:10:00,273.88,106.67,-3.953062117105308,1.680616426717873,0.25,,sideways,-1.0,0.0,-45640.42646414488,117183.83800506234,-26069.29859866055,-3.097656613074276,-0.026069298598659613,-26072.42232457222,5040.907792030539,31138.567940042638,-26097.6601480121,-0.0002607242232457222
2025-01-03 13:15:00,273.99,106.66,-3.993300665090092,0.4504587646693787,0.25,,sideways,-1.0,0.0,-45622.102996459726,117194.82467654228,-6192.2852911077825,-3.0928509391729966,-0.006192285291106882,-6195.384334332247,-1154.476542301708,31138.567940042638,-32293.044482344347,-6.195384334332247e-05
2025-01-03 13:20:00,274.11,106.66,-3.9309398013334587,0.6841183075312637,0.25,,sideways,-1.0,0.0,-45602.13053153843,117194.82467654228,-5474.652359575374,-3.092954639047088,-0.005474652359576141,-5477.750788866781,-6632.2273311684885,31138.567940042638,-37770.79527121113,-5.47775078886678e-05
2025-01-03 13:25:00,273.99,106.65,-3.9238391639832373,-0.06665166887049306,0.25,,sideways,0.0,1.0,0.0,-0.0,4300.307417020462,-2.8526319050995927,-24.993355796089446,4272.461429319273,-2359.765901849216,31138.567940042638,-33498.33384189186,4.272461429319273e-05
2025-01-03 13:30:00,273.86,106.65,-3.9128998185969275,0.13432506738166183,0.25,,sideways,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-2359.765901849216,31138.567940042638,-33498.33384189186,0.0
2025-01-03 13:35:00,274.19,106.65,-3.8136509822123372,1.142205981073356,0.25,,sideways,-1.0,-1.0,-45588.82526715052,117205.81340834504,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-2385.0037252890943,31138.567940042638,-33523.571665331736,-2.5237823439878236e-07
2025-01-03 13:40:00,274.32,106.64,-3.853676924749607,0.4622034487784534,0.25,,sideways,-1.0,0.0,-45567.22076407116,117216.80420105027,-7098.60541881341,-3.093057811404429,-0.007098605418815691,-7101.705575230234,-9486.709300519327,31138.567940042638,-40625.27724056196,-7.101705575230234e-05
2025-01-03 13:45:00,273.99,106.64,-3.885062411148159,-0.351996811193581,0.25,,sideways,-1.0,0.0,-45622.102996459726,117216.80420105027,15037.182852142756,-3.0882715716471516,-0.015037182852143968,15034.079543388258,5547.37024286893,31138.567940042638,-25591.19769717371,0.00015034079543388258
2025-01-03 13:50:00,273.86,106.64,-3.877464486563865,0.10459427168674071,0.25,,sideways,0.0,1.0,0.0,-0.0,5930.873389539557,-2.85252719785627,-24.994069126610462,5903.026793215091,11450.397036084021,31138.567940042638,-19688.170903958617,5.903026793215091e-05
2025-01-03 13:55:00,273.91,106.64,-3.837218570898256,0.5148903451385178,0.25,,sideways,-1.0,-1.0,-45635.427695228354,117216.80420105027,0.0,-0.23782343987823484,-25.0,-25.237823439878234,11425.159212644143,31138.567940042638,-19713.408727398495,-2.5237823439878236e-07
2025-01-03 14:00:00,273.94,106.64,-3.802404425835292,0.4621654117583603,0.25,0.0015490929071967341,sideways,-1.0,0.0,-45630.43002117252,117216.80420105027,-1369.0628308556054,-3.0920172898396174,-0.0013690628308551844,-1372.1562172082758,10053.002995435867,31138.567940042638,-21085.56494460677,-1.3721562172082758e-05
2025-01-03 14:05:00,273.1,106.64,-3.921528272710396,-1.532761918092301,0.25,0.0015721617405396412,sideways,1.0,2.0,45770.779934090075,-117216.80420105027,38329.561217783776,-3.0829536770431245,-49.961670438782214,38276.516593667955,48329.519589103824,48329.519589103824,0.0,0.00038276516593667957
2025-01-03 14:10:00,272.34,106.64,-4.022122633743817,-1.3150068217333923,0.25,0.0015845721632480416,sideways,1.0,0.0,45898.50921642066,-117216.80420105027,-34785.792749910644,2.60811587684553,-0.034785792749911074,-34783.21941982655,13546.300169277274,48329.519589103824,-34783.21941982655,-0.0003478321941982655
2025-01-03 14:15:00,272.57,106.63,-4.089614943857306,0.7211755849245165,0.25,0.0015771845226503394,sideways,1.0,0.0,45859.77913930367,-117227.79705523774,11728.825161788689,2.618468034350025,-0.011728825161787837,11731.431900997877,25277.732070275153,48329.519589103824,-23051.78751882867,0.00011731431900997877
2025-01-03 14:20:00,272.5,106.63,-4.070386951247399,0.26327956941312824,0.25,0.001563008201983446,sideways,1.0,0.0,45871.55963302752,-117227.79705523774,-3210.1845397509437,2.615324919815886,-0.0032101845397502983,-3207.5724250156677,22070.159645259486,48329.519589103824,-26259.359943844338,-3.2075724250156674e-05
2025-01-03 14:25:00,272.57,106.62,-4.101310530031694,0.34219033718283004,0.25,0.0015499386928184257,sideways,1.0,0.0,45859.77913930367,-117238.79197148752,4383.287144862925,2.6167909457780008,-0.004383287144862472,4385.899552521558,26456.059197781044,48329.519589103824,-21873.46039132278,4.385899552521558e-05
2025-01-03 14:30:00,272.46,106.62,-4.089790063132333,0.16266859087080568,0.25,0.0015359038048290009,sideways,0.0,-1.0,0.0,-0.0,-5044.5757053240295,2.8527295489257254,-24.994955424294677,-5066.717931199399,21389.341266581643,48329.519589103824,-26940.17832252218,-5.0667179311993986e-05
2025-01-03 14:35:00,272.47,106.62,-4.058484693379843,0.44440145838325096,0.25,0.0015246676077262883,sideways,1.0,1.0,45876.610269020435,-117238.79197148752,0.0,-0.23782343987823484,-25.0,-25.237823439878234,21364.103443141765,48329.519589103824,-26965.41614596206,-2.5237823439878236e-07
2025-01-03 14:40:00,273.29,106.62,-3.894385742764994,2.259887470493988,0.25,0.0015864428736300715,sideways,-1.0,-2.0,-45738.95861539024,117238.79197148752,37618.82042059644,2.624646610446102,-50.03761882042059,37571.407448386475,58935.51089152824,58935.51089152824,0.0,0.00037571407448386474
2025-01-03 14:45:00,273.17,106.61,-3.8798950693318917,-0.14199895862073458,0.25,0.0015727483031160651,sideways,0.0,1.0,0.0,-0.0,4316.287114131563,-2.8526281563849665,-24.99333893704644,4288.441147038132,63223.95203856637,63223.95203856637,0.0,4.288441147038132e-05
2025-01-03 14:50:00,272.99,106.61,-3.8842459874650994,-0.049961949011260304,0.25,0.0015591653189613256,sideways,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,63223.95203856637,63223.95203856637,0.0,0.0
2025-01-03 14:55:00,272.92,106.61,-3.8706134069635962,0.2063481534496938,0.25,0.0015464633426292055,sideways,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,63223.95203856637,63223.95203856637,0.0,0.0
2025-01-03 15:00:00,273.26,106.61,-3.792194266021466,1.1546045445864093,0.25,0.001551146286421414,bear,-1.0,-1.0,-45743.98009221986,117249.7889503799,0.0,-0.23782343987823484,-25.0,-25.237823439878234,63198.71421512649,63223.95203856637,-25.23782343987841,-2.5237823439878236e-07
2025-01-03 15:05:00,273.25,106.61,-3.771331685152179,0.324888305296598,0.25,0.0015397343850243233,bear,-1.0,0.0,-45745.65416285453,117249.7889503799,457.4398009217826,-3.0916002801063347,-0.0004574398009230772,454.34774320187535,63653.06195832837,63653.06195832837,0.0,4.543477432018753e-06
2025-01-03 15:10:00,273.54,106.61,-3.7051829890387946,1.0206957767172486,0.25,0.0015404782732352084,bear,-1.0,0.0,-45697.15580902244,117249.7889503799,-13266.23970722875,-3.094733540268013,-0.01326623970722948,-13269.347707008725,50383.714251319645,63653.06195832837,-13269.347707008725,-0.00013269347707008724
2025-01-03 15:15:00,273.52,106.6,-3.7093313825684473,0.05796299815706391,0.25,0.0015282447578185508,bear,0.0,1.0,0.0,-0.0,-258.55477332218345,-2.853672615726899,-24.997913558994313,-286.40635949690466,50097.30789182274,63653.06195832837,-13555.75406650563,-2.8640635949690465e-06
2025-01-03 15:20:00,273.39,106.6,-3.708807205994834,0.022298169124871328,0.25,0.0015162643226991534,bear,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,50097.30789182274,63653.06195832837,-13555.75406650563,0.0
2025-01-03 15:25:00,273.29,106.6,-3.7037766339004907,0.09378363323046912,0.25,0.0015046589370910056,bear,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,50097.30789182274,63653.06195832837,-13555.75406650563,0.0
2025-01-03 15:30:00,273.02,106.6,-3.7241902580782957,-0.3170443569130915,0.25,0.0014943724064643835,bear,-1.0,-1.0,-45784.191634312505,117260.78799249532,-0.0,-0.23782343987823484,-25.0,-25.237823439878234,50072.07006838286,63653.06195832837,-13580.991889945508,-2.5237823439878236e-07
2025-01-03 15:35:00,273.13,106.59,-3.7578529624301265,0.37456269988881236,0.25,0.0014847573733890891,bear,-1.0,0.0,-45765.75257203529,117271.78909841448,-6208.868959698887,-3.0928545497138,-0.006208868959698096,-6211.968023117561,43860.1020452653,63653.06195832837,-19792.959913063067,-6.21196802311756e-05
2025-01-03 15:40:00,273.35,106.59,-3.705194966245074,0.8716256766695412,0.25,0.001482227253666717,bear,-1.0,0.0,-45728.91896835558,117271.78909841448,-10068.465565849014,-3.0940034548476065,-0.010068465565849224,-10071.569637769428,33788.53240749588,63653.06195832837,-29864.529550832493,-0.00010071569637769428
2025-01-03 15:45:00,273.13,106.59,-3.7187803321751893,-0.21315079694515715,0.25,0.0014719390860907621,bear,0.0,1.0,0.0,-0.0,10060.362173039475,-2.8515843921979362,-24.98993963782696,10032.52064900945,43821.05305650533,63653.06195832837,-19832.008901823043,0.0001003252064900945
2025-01-03 15:50:00,273.12,106.59,-3.7016225042633017,0.3063350596714758,0.25,0.0014623821859932724,bear,-1.0,-1.0,-45767.428236672524,117271.78909841448,-0.0,-0.23782343987823484,-25.0,-25.237823439878234,43795.81523306545,63653.06195832837,-19857.24672526292,-2.5237823439878236e-07
2025-01-03 15:55:00,273.03,106.59,-3.696375973457978,0.105278891803208,0.25,0.001452162170675309,bear,0.0,1.0,0.0,-0.0,4119.068541301984,-2.85294085193121,-24.995880931458696,4091.2197195185936,47887.03495258404,63653.06195832837,-15766.027005744327,4.091219719518594e-05
2025-01-03 16:00:00,272.83,106.58,-3.657912310090255,-0.40523880766825227,0.25,0.0014437130251933612,bear,-1.0,-1.0,-45816.07594472749,117282.79226871833,0.0,-0.23782343987823484,-25.0,-25.237823439878234,47861.797129144165,63653.06195832837,-15791.264829184205,-2.5237823439878236e-07
2025-01-03 16:05:00,272.66,106.58,-3.6638960646934535,-0.09110750770498711,0.25,0.0014338731363140588,bear,0.0,1.0,0.0,-0.0,7788.732910601798,-2.8521030290158444,-24.992211267089395,7760.888596305693,55622.68572544986,63653.06195832837,-8030.376232878509,7.760888596305693e-05
2025-01-03 16:10:00,272.73,106.58,-3.635905607089014,0.5179983264849405,0.25,0.001426776427989223,bear,-1.0,-1.0,-45832.875004583286,117282.79226871833,0.0,-0.23782343987823484,-25.0,-25.237823439878234,55597.44790200998,63653.06195832837,-8055.614056318387,-2.5237823439878236e-07
2025-01-03 16:15:00,273.06,106.58,-3.5726555896211436,1.1672870364641474,0.25,0.0014304633853935115,bear,-1.0,0.0,-45777.48480187505,117282.79226871833,-15124.848751511754,-3.095157880232461,-0.015124848751511127,-15127.959034240737,40469.48886776924,63653.06195832837,-23183.573090559126,-0.00015127959034240738
2025-01-03 16:20:00,272.93,106.57,-3.5491951945982554,-0.24249356303397246,0.25,0.0014215786774273555,bear,0.0,1.0,0.0,-0.0,4778.245101555765,-2.8525225860675243,-24.99287609905307,4750.399702870644,45219.88857063989,63653.06195832837,-18433.173387688483,4.7503997028706444e-05
2025-01-03 16:25:00,272.98,106.57,-3.5254913203591727,0.45195043138267527,0.25,0.0014142192011811,bear,-1.0,-1.0,-45790.9004322661,117293.797503988,0.0,-0.23782343987823484,-25.0,-25.237823439878234,45194.65074720001,63653.06195832837,-18458.41121112836,-2.5237823439878236e-07
2025-01-03 16:30:00,272.76,106.57,-3.539505194243651,-0.24577027943096255,0.25,0.0014056759024740804,bear,0.0,1.0,0.0,-0.0,10073.99809509979,-2.851581278973722,-24.9899260019049,10046.156587818912,55240.80733501892,63653.06195832837,-8412.254623309447,0.00010046156587818913
2025-01-03 16:35:00,272.73,106.57,-3.5274250706882686,0.24763717122061774,0.25,0.001397300277711618,bear,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,55240.80733501892,63653.06195832837,-8412.254623309447,0.0
2025-01-03 16:40:00,272.78,106.56,-3.5453135470170154,0.2180295566680687,0.25,0.0013889576415787534,bear,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,55240.80733501892,63653.06195832837,-8412.254623309447,0.0
2025-01-03 16:45:00,272.62,106.56,-3.5511341955685145,-0.09614155074399872,0.25,0.0013804369520996045,bear,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,55240.80733501892,63653.06195832837,-8412.254623309447,0.0
2025-01-03 16:50:00,272.85,106.56,-3.504480908726011,0.9291797863624539,0.25,0.0013793648191874818,bear,-1.0,-1.0,-45812.71761040865,117304.80480480481,0.0,-0.23782343987823484,-25.0,-25.237823439878234,55215.569511579044,63653.06195832837,-8437.492446749326,-2.5237823439878236e-07
2025-01-03 16:55:00,272.96,106.56,-3.4749659797173953,0.6047821907068575,0.25,0.0013740982240372688,bear,-1.0,0.0,-45794.25556858148,117304.80480480481,-5039.398937142972,-3.092855266119592,-0.0050393989371432584,-5042.496831808028,50173.072679771016,63653.06195832837,-13479.989278557354,-5.0424968318080284e-05
2025-01-03 17:00:00,273.17,106.56,-3.4331797367326544,0.8621892798693194,0.25,0.0013720526350109604,bear,-1.0,0.0,-45759.051140315554,117304.80480480481,-9616.793669403776,-3.0939003334100623,-0.009616793669403075,-9619.897186530856,40553.17549324016,63653.06195832837,-23099.88646508821,-9.619897186530856e-05
2025-01-03 17:05:00,273.55,106.56,-3.3706129611361275,1.2944615827035544,0.25,0.0013777689387775847,bear,-1.0,0.0,-45695.485286053736,117304.80480480481,-17388.4394333197,-3.095674681757988,-0.01738843943332044,-17391.55249644089,23161.62299679927,63653.06195832837,-40491.4389615291,-0.0001739155249644089
2025-01-03 17:10:00,273.85,106.56,-3.3198620097843894,1.0672689171948737,0.25,0.0013790062489842207,bear,-1.0,0.0,-45645.4263282819,117304.80480480481,-13708.645585816641,-3.0948345461763664,-0.01370864558581693,-13711.754129008403,9449.868867790867,63653.06195832837,-54203.193090537505,-0.00013711754129008404
2025-01-03 17:15:00,273.92,106.56,-3.2992181962493365,0.4541717218304286,0.25,0.0013727052326269627,bear,-1.0,0.0,-45633.761682242985,117304.80480480481,-3195.1798429794217,-3.092434211531883,-0.00319517984298002,-3198.2754723707963,6251.59339542007,63653.06195832837,-57401.468562908296,-3.198275472370796e-05
2025-01-03 17:20:00,273.41,106.55,-3.181426071715061,-1.2860357919991172,0.25,0.001378044795452573,bear,-1.0,0.0,-45718.8837277349,117315.81417175036,22100.17040989486,-3.0863911982211696,-0.02444626650599358,22097.059572430135,28348.652967850205,63653.06195832837,-35304.408990478165,0.00022097059572430134
2025-01-03 17:25:00,273.71,106.56,-2.9530668416920887,1.2603260524918711,0.25,0.0013828180360713049,sideways,-1.0,0.0,-45668.77351941836,117304.80480480481,-12542.506976600287,-3.0948361488093576,-0.014888823260037928,-12545.616701572357,15803.036266277848,63653.06195832837,-47850.02569205052,-0.00012545616701572357
2025-01-03 17:30:00,273.99,106.55,-3.0215747972004743,0.7938431652373832,0.25,0.0013800086838899894,sideways,-1.0,0.0,-45622.102996459726,117315.81417175036,-13960.30463348714,-3.094624183390892,-0.01396030463348556,-13963.413217975165,1839.623048302683,63653.06195832837,-61813.43891002569,-0.00013963413217975165
2025-01-03 17:35:00,274.17,106.55,-2.989351187981792,0.7278889384595798,0.25,0.0013764628122668124,sideways,-1.0,0.0,-45592.15085530875,117315.81417175036,-8211.978539363061,-3.093579599362108,-0.008211978539363556,-8215.080330940964,-6375.457282638281,63653.06195832837,-70028.51924096665,-8.215080330940964e-05
2025-01-03 17:40:00,273.98,106.55,-3.001918278815695,-0.2513907189471182,0.25,0.001369437199735145,bull,-1.0,0.0,-45623.76815825972,117315.81417175036,8662.508662508559,-3.0897269767132785,-0.008662508662507768,8659.410273023183,2283.9529903849016,63653.06195832837,-61369.108967943466,8.659410273023182e-05
2025-01-03 17:45:00,273.93,106.55,-2.9977373618030936,0.12073027575140717,0.25,0.0013621626449349976,bull,0.0,1.0,0.0,-0.0,2281.1884079135048,-2.8533604592675994,-24.997718811592087,2253.337328642645,4537.2903190275465,63653.06195832837,-59115.77163930082,2.253337328642645e-05
2025-01-03 17:50:00,273.86,106.55,-2.9959803359079284,0.06674673474545986,0.25,0.00135493017976927,bear,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,4537.2903190275465,63653.06195832837,-59115.77163930082,0.0
2025-01-03 17:55:00,273.56,106.55,-3.020710128818107,-0.5493424247539304,0.25,0.0013499487786884181,bear,-1.0,-1.0,-45693.814885217136,117315.81417175036,-0.0,-0.23782343987823484,-25.0,-25.237823439878234,4512.052495587668,63653.06195832837,-59141.0094627407,-2.5237823439878236e-07
2025-01-03 18:00:00,273.44,106.55,-3.0244325544118085,-0.06248385267644912,0.25,0.0013429269851624524,sideways,0.0,1.0,0.0,-0.0,5483.257786226264,-2.852629393199492,-24.994516742213772,5455.410640090851,9967.46313567852,63653.06195832837,-53685.59882264985,5.455410640090851e-05
2025-01-03 18:05:00,273.45,106.55,-3.0134437566484844,0.28976098553638513,0.25,0.0013365713568793752,sideways,-1.0,-1.0,-45712.19601389651,117315.81417175036,0.0,-0.23782343987823484,-25.0,-25.237823439878234,9942.225312238641,63653.06195832837,-53710.83664608973,-2.5237823439878236e-07
2025-01-03 18:10:00,273.17,106.55,-3.034979395980273,-0.5004813201609606,0.25,0.0013314548384366623,bear,-1.0,0.0,-45759.051140315554,117315.81417175036,12799.414883889775,-3.0887824775759767,-0.012799414883890912,12796.313301997314,22738.538614235957,63653.06195832837,-40914.52334409241,0.00012796313301997314
2025-01-03 18:15:00,272.96,106.55,-3.0483594145978734,-0.30709895049807223,0.25,0.0013253511273472974,bear,-1.0,0.0,-45794.25556858148,117315.81417175036,9609.400739467932,-3.08951079130758,-0.00960940073946723,9606.301619275884,32344.84023351184,63653.06195832837,-31308.22172481653,9.606301619275884e-05
2025-01-03 18:20:00,273.01,106.55,-3.033103391495927,0.4087415239379037,0.25,0.0013198218389286224,bear,-1.0,0.0,-45785.86864950002,117315.81417175036,-2289.7127784295944,-3.092227483891575,-0.0022897127784289773,-2292.8072956262645,30052.032937885575,63653.06195832837,-33601.029020442795,-2.2928072956262645e-05
2025-01-03 18:25:00,273.1,106.55,-3.0138604704770224,0.516457676201198,0.25,0.0013150267609855907,bear,-1.0,0.0,-45770.779934090075,117315.81417175036,-4120.728178456459,-3.092645523937243,-0.004120728178456615,-4123.824944708575,25928.207993177,63653.06195832837,-37724.85396515137,-4.123824944708574e-05
2025-01-03 18:30:00,273.11,106.55,-3.0035670336001163,0.2920506262398124,0.25,0.0013091175595156457,bear,-1.0,0.0,-45769.10402401962,117315.81417175036,-457.7077993404845,-3.091809217914614,-0.0004577077993409298,-460.8000662661984,25467.4079269108,63653.06195832837,-38185.654031417565,-4.608000662661984e-06
2025-01-03 18:35:00,273.01,106.55,-3.005104777802223,-0.015538222199775653,0.25,0.0013027486617803886,bear,0.0,1.0,0.0,-0.0,4576.910402403003,-2.8528363218259356,-24.995423089597598,4549.06214299158,30016.47006990238,63653.06195832837,-33636.59188842599,4.54906214299158e-05
2025-01-03 18:45:00,273.2,106.55,-2.9763019360446514,0.7934462866712005,0.25,0.0013004507200459546,bear,-1.0,-1.0,-45754.02635431918,117315.81417175036,0.0,-0.23782343987823484,-25.0,-25.237823439878234,29991.232246462503,63653.06195832837,-33661.82971186587,-2.5237823439878236e-07
2025-01-06 10:00:00,270.69,106.58,-5.27378444770943,-4.933913209365072,0.25,0.0014788426865956262,bear,1.0,2.0,46178.28512320366,-117282.79226871833,118362.08057449338,-3.065484945323591,-49.8886768682758,118309.12641267978,148300.35865914228,148300.35865914228,0.0,0.0011830912641267977
2025-01-06 10:05:00,270.7,106.49,-3.41599582562808,-1.6224829367232039,0.25,0.0014906551731511688,bear,1.0,0.0,46176.579239009974,-117381.91379472251,11017.234155416667,2.616163268535288,-0.011017234155416552,11019.839301451048,159320.19796059333,159320.19796059333,0.0,0.00011019839301451048
