regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,34820,6477282.480176842,1.860218977649869e-06,0.00011062639604952992,5.271544539577838
bull,35384,4034777.0481370734,1.140282909828475e-06,8.824562698258349e-05,4.050904418799612
sideways,24964,3268151.98671943,1.309145964877195e-06,6.914851266764692e-05,5.935233401801243
