regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,27364,2753190.872264034,1.006136117623167e-06,0.00010455199570761457,3.016872707049809
bull,27466,2792517.627911621,1.0167179887539582e-06,9.603281057511189e-05,3.319047303053316
sideways,15856,3206326.560935382,2.0221534819219107e-06,6.775555756353095e-05,9.356248886520373
