regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,34820,42397954.38839815,1.2176322340148802e-05,0.0006163843471495465,6.192943373891042
bull,35384,30138886.339983296,8.517659490160326e-06,0.000576903773987622,4.628598051577134
sideways,24964,21009392.57276499,8.415875890388154e-06,0.00041241437346951036,6.397320415282086
