dt,z,beta,pos_dir,pos_change,sber_close,ofz_close,sber_qty,ofz_qty,pnl_price,pnl_carry,pnl_commission,pnl_total,pnl_cum
2025-01-03 10:33:00,0.0,0.048610399172371324,0.0,0.0,277.13,60.3,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:34:00,0.0,0.052620833988269895,0.0,0.0,277.47,60.367,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:35:00,0.0,0.05225888512914373,0.0,0.0,277.45,60.349,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:36:00,0.17020309227569222,0.05186109638919104,0.0,0.0,277.42,60.319,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:37:00,0.24335620870670033,0.05083860014230483,0.0,0.0,277.4,60.249,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:38:00,1.4507659180494572,0.0464298401177239,0.0,0.0,277.7,60.2,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:39:00,-0.6479947522175408,0.04677348018099678,0.0,0.0,277.48,60.2,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:40:00,-1.082242701540943,0.04833826823529102,0.0,0.0,277.14,60.181,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:41:00,-0.6877323179850977,0.04866728776033931,0.0,0.0,276.9,60.181,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:42:00,-0.019824568376006386,0.048659662982561566,0.0,0.0,276.83,60.2,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:43:00,0.37790395581119035,0.04811953301086207,0.0,0.0,276.85,60.18,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:44:00,0.4241620743681646,0.0463303177811641,0.0,0.0,276.87,60.1,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-01-03 10:45:00,-2.7079401895323776,0.03359166127155013,1.0,1.0,276.1,60.2,45273.45164795364,-207641.19601328904,-0.0,-0.23782343987823484,-25.0,-25.237823439878234,-25.237823439878234
2025-01-03 10:46:00,-0.8144532828306659,0.029117790684798937,1.0,0.0,275.82,60.319,45319.41121020956,-207231.55224721893,-37385.868787009706,2.613163645404544,-0.03738586878701076,-37383.29300923309,-37408.53083267297
2025-01-03 10:47:00,0.3636758629221927,0.028928722677469588,0.0,-1.0,275.83,60.32,0.0,-0.0,245.96255985494744,2.853984747514178,-25.00066042566435,223.81588417679728,-37184.71494849618
2025-01-03 10:48:00,0.3988749467183205,0.028688904625860528,0.0,0.0,275.85,60.319,0.0,-0.0,0.0,0.0,-0.0,0.0,-37184.71494849618
2025-01-03 10:49:00,1.157569155854266,0.02811738532055452,1.0,1.0,276.07,60.32,45278.3714275365,-207228.11671087533,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-37209.952771936056
2025-01-03 10:50:00,-2.325972415499169,0.029536166718876117,1.0,0.0,275.36,60.319,45395.11911679256,-207231.55224721893,-31940.415596839593,2.6087181939771193,-0.032354871830258265,-31937.839233517447,-69147.7920054535
2025-01-03 10:51:00,0.10133893346480098,0.029486483205997942,0.0,-1.0,275.3,60.32,0.0,-0.0,-2930.9386992543928,2.853259427592007,-24.99748352440524,-2953.082923351206,-72100.87492880471
2025-01-03 10:52:00,1.903886246068672,0.028446677746053386,-1.0,-1.0,275.74,60.32,-45332.55965764851,207228.11671087533,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-72126.11275224459
2025-01-03 10:53:00,0.696001059281093,0.014803668694391793,0.0,1.0,275.83,59.95,0.0,-0.0,-80754.33355221058,-2.854812769490682,-24.92740552718616,-80782.11577050725,-152908.22852275183
2025-01-03 10:54:00,-0.8747270356666006,0.0029210076283614603,-1.0,-1.0,275.52,60.246,-45368.75725900116,207482.65445008795,-0.0,-0.23782343987823484,-25.0,-25.237823439878234,-152933.4663461917
2025-01-03 10:55:00,0.35035583934396086,-0.0015951264233315789,0.0,1.0,275.54,59.95,0.0,-0.0,-62322.24086240768,-2.8540884418139685,-24.939492509427957,-62350.03444335892,-215283.50078955063
2025-01-03 10:56:00,0.8284429042964475,-0.0033859776912741222,-1.0,-1.0,275.69,59.899,-45340.78131234358,208684.6191088332,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-215308.7386129905
2025-01-03 10:57:00,0.5978314746572727,-0.003909134894470331,0.0,1.0,275.78,59.879,0.0,-0.0,-8254.362700287104,-2.8548129384287924,-24.999906977935932,-8282.217420203468,-223590.95603319397
2025-01-03 10:58:00,0.9134033127671977,-0.006907569244959883,-1.0,-1.0,275.96,59.798,-45296.4197709813,209037.0915415231,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-223616.19385663385
2025-01-03 10:59:00,-0.3639823991568022,-0.005482249528163237,0.0,1.0,275.8,59.7,0.0,-0.0,-13238.207807713487,-2.8522266148028863,-24.972266937865573,-13266.032301266156,-236882.2261579
2025-01-03 11:00:00,-0.9490724527232143,-0.0008998787348151759,-1.0,-1.0,275.48,59.576,-45375.344852620874,209816.0333020008,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-236907.46398133988
2025-01-03 11:01:00,0.2979428264418368,0.0016376796989657858,0.0,1.0,275.49,59.796,0.0,-0.0,45705.773877914144,-2.8539848752165584,-25.046613280774963,45677.87327975815,-191229.59070158174
2025-01-03 11:02:00,0.14972271750842397,0.001641943103396421,0.0,0.0,275.46,59.797,0.0,-0.0,-0.0,0.0,-0.0,0.0,-191229.59070158174
2025-01-03 11:03:00,-0.8947581524606145,0.007614416617255671,-1.0,-1.0,275.15,59.617,-45429.7655824096,209671.73792710135,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-191254.8285250216
2025-01-03 11:04:00,0.09930937771828187,0.008217305129300505,0.0,1.0,275.11,59.79,0.0,-0.0,38090.40128468364,-2.8534663948348644,-25.034456020038093,38062.513362268764,-153192.31516275284
2025-01-03 11:05:00,-0.6860827792119906,0.008413255381132426,0.0,0.0,274.86,59.782,0.0,-0.0,0.0,0.0,-0.0,0.0,-153192.31516275284
2025-01-03 11:06:00,0.9172468677907858,0.003173789140746171,-1.0,-1.0,275.02,59.618,-45451.23990982474,209668.2210070784,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-153217.55298619272
2025-01-03 11:07:00,0.5707542420183124,0.006160283095603639,0.0,1.0,275.1,59.769,0.0,-0.0,28023.80217928021,-2.854711438171869,-25.035296000564852,27995.91217184147,-125221.64081435125
2025-01-03 11:08:00,-1.0923413382379477,0.00563427135221609,-1.0,-1.0,274.75,59.783,-45495.90536851683,209089.5405048258,-0.0,-0.23782343987823484,-25.0,-25.237823439878234,-125246.87863779113
2025-01-03 11:09:00,0.012053489578328223,0.005633151680884173,0.0,1.0,274.68,59.779,0.0,-0.0,2348.3552137770284,-2.853154175028357,-24.995978928462183,2320.506080673538,-122926.37255711759
2025-01-03 11:10:00,1.3738811421901465,0.005357789437430331,-1.0,-1.0,274.96,59.773,-45461.157986616236,209124.52110484664,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-122951.61038055747
2025-01-03 11:11:00,-0.6707086752513568,0.005558909978017078,0.0,1.0,274.72,59.764,0.0,-0.0,9028.557226842035,-2.8513902561833824,-24.987207201393268,9000.718629384459,-113950.89175117301
2025-01-03 11:12:00,0.17220854264645793,0.004641933236256712,0.0,0.0,274.69,59.601,0.0,-0.0,0.0,0.0,-0.0,0.0,-113950.89175117301
2025-01-03 11:14:00,1.5506326499321683,0.007296581977837827,-1.0,-1.0,275.02,59.65,-45451.23990982474,209555.74182732607,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-113976.12957461289
2025-01-03 11:15:00,0.020682844588043398,0.007281242845236278,0.0,1.0,274.96,59.621,0.0,-0.0,-3350.0421184021056,-2.85325865881402,-24.991195809092417,-3377.886572870012,-117354.01614748291
2025-01-03 11:16:00,0.36744562807616565,0.007653499539328078,0.0,0.0,274.99,59.65,0.0,-0.0,0.0,0.0,-0.0,0.0,-117354.01614748291
2025-01-03 11:17:00,0.2895247680049334,0.007669892269030146,0.0,0.0,275.0,59.65,0.0,-0.0,0.0,0.0,-0.0,0.0,-117354.01614748291
2025-01-03 11:18:00,0.8464098221222203,0.006922404723916593,-1.0,-1.0,275.15,59.621,-45429.7655824096,209657.67095486488,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-117379.25397092279
2025-01-03 11:19:00,0.23939669356456156,0.006793412050889145,0.0,1.0,275.15,59.602,0.0,-0.0,-3983.4957481435767,-2.853881278538813,-24.996016504251855,-4011.345645926367,-121390.59961684915
2025-01-03 11:20:00,0.8304222678581632,0.007762327493595942,-1.0,-1.0,275.3,59.636,-45405.01271340356,209604.93661546716,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-121415.83744028903
2025-01-03 11:23:00,-0.4523635284132701,0.00836388915435452,0.0,1.0,275.13,59.593,0.0,-0.0,-1294.160113185605,-2.852118983524822,-24.983268135564256,-1321.9955003046941,-122737.83294059373
2025-01-03 11:24:00,0.8058822673903302,0.006344864492947973,-1.0,-1.0,275.27,59.512,-45409.96112907328,210041.67226777793,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-122763.0707640336
2025-01-03 11:25:00,-0.6351051508263076,0.004673756634265873,0.0,1.0,275.06,59.591,0.0,-0.0,26129.383946259048,-2.851704088621666,-25.007057200272047,26101.525184970153,-96661.54557906344
2025-01-03 11:26:00,0.4353182060102235,0.004610164858279299,0.0,0.0,275.11,59.584,0.0,-0.0,0.0,0.0,-0.0,0.0,-96661.54557906344
2025-01-03 11:28:00,0.7583547080580748,0.0043346267912846995,-1.0,-1.0,275.24,59.57,-45414.91062345589,209837.1663589055,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-96686.78340250332
2025-01-03 11:29:00,0.137156808349099,0.004315871285102863,0.0,1.0,275.22,59.563,0.0,-0.0,-560.5619520436054,-2.8536739045177013,-24.99762284162302,-588.4132487897461,-97275.19665129307
2025-01-03 11:30:00,-1.095590895312454,0.004193201422393812,-1.0,-1.0,274.9,59.564,-45471.080392870135,209858.30367335974,-0.0,-0.23782343987823484,-25.0,-25.237823439878234,-97300.43447473295
2025-01-03 11:31:00,-2.146014467354462,0.0040195065593319635,1.0,2.0,274.31,59.564,45568.88192191316,-209858.30367335974,26827.93743179224,-3.085579618546775,-49.97317206256821,26774.878680111127,-70525.55579462182
2025-01-03 11:32:00,1.3698034694416525,0.004173187681518375,1.0,0.0,274.59,59.565,45522.41523726283,-209854.7804918996,12549.428634461572,2.6189709178701976,-0.012969145241807058,12552.0346362342,-57973.521158387615
2025-01-03 11:33:00,1.6182513352315486,0.004249696502608084,-1.0,-2.0,274.94,59.564,-45464.46497417618,209858.30367335974,16142.700113534436,2.6196954745813636,-50.01572299055255,16095.304086018465,-41878.21707236915
2025-01-03 11:34:00,0.059380857899936655,0.004126540773109325,0.0,1.0,274.9,59.494,0.0,-0.0,-12871.502658167265,-2.853466077945441,-24.983491340143896,-12899.339615585355,-54777.55668795451
2025-01-03 11:35:00,1.0115363713304213,0.0028658735219292313,-1.0,-1.0,275.1,59.452,-45438.022537259174,210253.65000336408,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-54802.794511394386
2025-01-03 11:36:00,0.12244612452221672,0.002895067978004427,0.0,1.0,275.08,59.456,0.0,-0.0,1749.775050761424,-2.8536737989838477,-24.999932254149265,1721.9214447082907,-53080.873066686094
2025-01-03 11:37:00,0.5148238531162286,0.004634622937626952,0.0,0.0,275.16,59.559,0.0,-0.0,0.0,0.0,-0.0,0.0,-53080.873066686094
2025-01-03 11:38:00,1.473446468756246,0.00029902212291293105,-1.0,-1.0,275.48,59.464,-45375.344852620874,210211.22023409122,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-53106.11089012597
2025-01-03 11:39:00,1.2526262799085632,0.0002740021303297848,-1.0,0.0,275.75,59.46,-45330.915684496824,210225.36158762194,-13092.18799114271,-3.094501828716181,-0.01309218799114357,-13095.295585159418,-66201.40647528539
2025-01-03 11:40:00,-0.19109325686130932,-0.0005495621445641091,0.0,1.0,275.66,59.591,0.0,-0.0,31619.304779582104,-2.8529498213672135,-25.02345973995637,31591.428370020778,-34609.978105264614
2025-01-03 11:41:00,-0.5086543767230423,0.0014406206259500501,0.0,0.0,275.49,59.464,0.0,-0.0,0.0,0.0,-0.0,0.0,-34609.978105264614
2025-01-03 11:42:00,0.21630124976050763,0.0013765582126009745,0.0,0.0,275.5,59.451,0.0,-0.0,0.0,0.0,-0.0,0.0,-34609.978105264614
2025-01-03 11:43:00,0.8860445850319218,0.0053249046646070865,-1.0,-1.0,275.68,59.593,-45342.42600116076,209756.1794170456,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-34635.21592870449
2025-01-03 11:44:00,-0.9437341877057817,0.00896957578485186,-1.0,0.0,275.4,59.464,-45388.52578068265,210211.22023409122,-14362.667864473555,-3.0888061158416305,-0.039754426425127457,-14365.796425015822,-49001.01235372032
2025-01-03 11:45:00,-0.24631511148639673,0.008200073553614358,0.0,1.0,275.3,59.564,0.0,-0.0,25559.97460147614,-2.8528450108269254,-25.016482269445344,25532.105274195867,-23468.90707952445
2025-01-03 11:46:00,0.13880171637489203,0.008176520012237534,0.0,0.0,275.29,59.556,0.0,-0.0,0.0,0.0,-0.0,0.0,-23468.90707952445
2025-01-03 11:47:00,0.7517065688427247,0.007982043051330417,-1.0,-1.0,275.43,59.545,-45383.58203536289,209925.26660508857,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-23494.14490296433
2025-01-03 11:48:00,1.0777584075446978,0.005037123905058491,-1.0,0.0,275.65,59.45,-45347.360783602395,210260.72329688814,-29927.28837526167,-3.0939842590672253,-0.029927288375264278,-29930.41228680911,-53424.55718977344
2025-01-03 11:49:00,-0.09292935097461623,0.004807144287771464,0.0,1.0,275.59,59.529,0.0,-0.0,19331.438787470543,-2.8532600818157494,-25.013889755493437,19303.571637633235,-34120.985552140206
2025-01-03 11:50:00,-0.2907370181103758,0.00483785006120966,0.0,0.0,275.48,59.523,0.0,-0.0,0.0,0.0,-0.0,0.0,-34120.985552140206
2025-01-03 11:51:00,-0.9081578196709595,0.004694430446447997,-1.0,-1.0,275.22,59.526,-45418.21088583678,209992.27228437993,-0.0,-0.23782343987823484,-25.0,-25.237823439878234,-34146.223375580084
2025-01-03 11:52:00,-0.15846616906395286,0.004646186161413451,0.0,1.0,275.14,59.534,0.0,-0.0,5313.39504914291,-2.853051722175601,-24.998046481307405,5285.543950939427,-28860.679424640657
2025-01-03 11:54:00,1.1692751509369212,0.004891945301959898,-1.0,-1.0,275.38,59.539,-45391.82220931077,209946.421673189,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-28885.917248080536
2025-01-03 11:55:00,-0.1257360547680517,0.004883768712720413,0.0,1.0,275.31,59.539,0.0,-0.0,3177.427554651444,-2.853155838457842,-24.996822572445346,3149.577576240541,-25736.339671839996
2025-01-03 11:56:00,-1.3262256270449444,0.004876292569006563,-1.0,-1.0,274.95,59.537,-45462.81142025823,209953.4743100929,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-25761.577495279875
2025-01-03 11:57:00,0.394982688460134,0.0035787278058027976,0.0,1.0,275.0,59.42,0.0,-0.0,-26837.697065293734,-2.854400260404341,-24.97770858407673,-26865.529174138213,-52627.10666941809
2025-01-03 11:59:00,0.7049186615061956,0.0059711758466398515,0.0,0.0,275.13,59.536,0.0,-0.0,0.0,0.0,-0.0,0.0,-52627.10666941809
2025-01-03 12:00:00,-0.332500438280978,0.005988539640847791,0.0,0.0,275.01,59.532,0.0,-0.0,0.0,0.0,-0.0,0.0,-52627.10666941809
2025-01-03 12:01:00,0.7612944245154962,0.0060136638121072224,-1.0,-1.0,275.15,59.531,-45429.7655824096,209974.63506408426,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-52652.34449285797
2025-01-03 12:02:00,0.471566273623303,0.004647726379261988,0.0,1.0,275.22,59.425,0.0,-0.0,-25437.394907564223,-2.8546073250207242,-24.980922772273978,-25465.230437661517,-78117.57493051949
2025-01-03 12:03:00,-0.26712577529742787,0.003830307459731128,0.0,0.0,275.12,59.531,0.0,-0.0,-0.0,0.0,-0.0,0.0,-78117.57493051949
2025-01-03 12:04:00,-2.8701928494646527,0.003983512183563663,1.0,1.0,274.38,59.527,45557.25635979299,-209988.74460328926,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-78142.81275395937
2025-01-03 12:05:00,1.7257985369431885,-0.002201636261029585,-1.0,-2.0,274.76,59.4,-45494.24952685981,210437.71043771046,43980.327981339375,2.620010294691793,-49.9906431868521,43932.95734844721,-34209.85540551216
2025-01-03 12:06:00,-1.3714001646176068,-0.0022877006897259254,-1.0,0.0,274.38,59.399,-45557.25635979299,210441.25321975118,17077.3771097693,-3.087757728732069,-0.017498252530643868,17074.271853788036,-17135.58355172412
2025-01-03 12:07:00,0.6277125767992735,-0.0029717715348125144,0.0,1.0,274.49,59.399,0.0,-0.0,-5011.298199577851,-2.855025410547849,-25.005011298199577,-5039.158236286598,-22174.74178801072
2025-01-03 12:08:00,-0.1099173584736604,-0.0066090924736733276,0.0,0.0,274.42,59.4,0.0,-0.0,-0.0,0.0,-0.0,0.0,-22174.74178801072
2025-01-03 12:09:00,0.3506819263321872,-0.005573818573606484,0.0,0.0,274.46,59.489,0.0,-0.0,0.0,0.0,-0.0,0.0,-22174.74178801072
2025-01-03 12:10:00,0.17194835781639836,-0.003395167453945107,0.0,0.0,274.46,59.439,0.0,-0.0,0.0,0.0,-0.0,0.0,-22174.74178801072
2025-01-03 12:11:00,-0.36243760146672493,-0.0047480302471777,0.0,0.0,274.33,59.439,0.0,-0.0,-0.0,0.0,-0.0,0.0,-22174.74178801072
2025-01-03 12:12:00,1.8802936967346275,-0.009304828391039705,-1.0,-1.0,274.75,59.367,-45495.90536851683,210554.68526285648,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-22199.9796114506
2025-01-03 12:13:00,-0.29811508087639227,-0.0109787588412866,0.0,1.0,274.63,59.523,0.0,-0.0,38306.039545229076,-2.852634815378031,-25.027387022256782,38278.15952339144,16078.179911940842
2025-01-03 12:14:00,0.08182866276368973,-0.009960552906538847,0.0,0.0,274.61,59.523,0.0,-0.0,-0.0,0.0,-0.0,0.0,16078.179911940842
2025-01-03 12:15:00,0.5176586438537699,-0.016325415542069035,0.0,0.0,274.72,59.2,0.0,-0.0,0.0,0.0,-0.0,0.0,16078.179911940842
2025-01-03 12:16:00,0.3246862821538722,-0.019398069916372076,0.0,0.0,274.76,59.196,0.0,-0.0,0.0,0.0,-0.0,0.0,16078.179911940842
2025-01-03 12:17:00,0.06564283230027566,-0.019688138834515784,0.0,0.0,274.74,59.17,0.0,-0.0,0.0,0.0,-0.0,0.0,16078.179911940842
2025-01-03 12:20:00,0.7032972826178665,-0.019420863063999615,0.0,0.0,274.87,59.179,0.0,-0.0,0.0,0.0,-0.0,0.0,16078.179911940842
2025-01-03 12:21:00,0.11758534477935553,-0.019446347028997727,0.0,0.0,274.86,59.194,0.0,-0.0,-0.0,0.0,-0.0,0.0,16078.179911940842
2025-01-03 12:22:00,0.3202913892321455,-0.02032018782095176,0.0,0.0,274.9,59.192,0.0,-0.0,0.0,0.0,-0.0,0.0,16078.179911940842
2025-01-03 12:23:00,0.1935896477053852,-0.020413542320849146,0.0,0.0,274.91,59.192,0.0,-0.0,0.0,0.0,-0.0,0.0,16078.179911940842
2025-01-03 12:24:00,-0.6949559295427881,-0.0180623067732209,0.0,0.0,274.71,59.186,0.0,-0.0,0.0,0.0,-0.0,0.0,16078.179911940842
2025-01-03 12:27:00,-1.067012852584125,-0.02674769770752453,-1.0,-1.0,274.42,59.187,-45550.61584432621,211195.0259347492,-0.0,-0.23782343987823484,-25.0,-25.237823439878234,16052.942088500964
2025-01-03 12:28:00,-1.2281618212550691,-0.02712711845291616,-1.0,0.0,274.09,59.186,-45605.45806122077,211198.59426215658,14820.508202695257,-3.0882728227027485,-0.015242898254563715,14817.4046869743,30870.346775475264
2025-01-03 12:29:00,-0.5940244309096029,-0.0428378771663837,0.0,1.0,273.91,59.18,0.0,-0.0,6941.790885444471,-2.8520070816321876,-24.99052382598341,6913.948354536856,37784.29513001212
2025-01-03 12:30:00,0.04970577632013879,-0.04324435376982549,0.0,0.0,273.88,59.18,0.0,-0.0,-0.0,0.0,-0.0,0.0,37784.29513001212
2025-01-03 12:31:00,0.6867393936618679,-0.05270568064285269,0.0,0.0,274.0,59.179,0.0,-0.0,0.0,0.0,-0.0,0.0,37784.29513001212
2025-01-03 12:32:00,0.21654148545348012,-0.05253033424970941,0.0,0.0,274.01,59.18,0.0,-0.0,0.0,0.0,-0.0,0.0,37784.29513001212
2025-01-03 12:33:00,1.4509803691721894,-0.08291847047680355,-1.0,-1.0,274.31,59.183,-45568.88192191316,211209.2999678962,0.0,-0.23782343987823484,-25.0,-25.237823439878234,37759.05730657224
2025-01-03 12:34:00,-1.660279797556067,-0.08345227908289697,1.0,2.0,273.88,59.18,45640.42646414488,-211220.0067590402,18960.99132651926,-3.0872310610594167,-49.979771752873674,18907.924323705323,56666.981630277565
2025-01-03 12:35:00,0.3314180264957558,-0.08284759522961191,0.0,-1.0,273.92,59.174,0.0,-0.0,3092.937099121019,2.854298086086431,-25.000558297018014,3070.7908389100876,59737.77246918765
2025-01-03 12:36:00,0.5407795477197558,-0.06864068543500763,0.0,0.0,274.0,59.197,0.0,-0.0,0.0,0.0,-0.0,0.0,59737.77246918765
2025-01-03 12:37:00,0.15564408536733745,-0.06904616663021695,0.0,0.0,274.0,59.189,0.0,-0.0,0.0,0.0,-0.0,0.0,59737.77246918765
2025-01-03 12:38:00,0.6344284711936559,-0.06852854512486184,0.0,0.0,274.11,59.188,0.0,-0.0,0.0,0.0,-0.0,0.0,59737.77246918765
2025-01-03 12:39:00,-0.27139032493723647,-0.06336799788990577,0.0,0.0,274.01,59.184,0.0,-0.0,0.0,0.0,-0.0,0.0,59737.77246918765
2025-01-03 12:40:00,0.058328991270519236,-0.0649905400992432,0.0,0.0,274.01,59.102,0.0,-0.0,0.0,0.0,-0.0,0.0,59737.77246918765
2025-01-03 12:41:00,-1.6735789262968903,-0.06531585067623026,1.0,1.0,273.58,59.103,45690.47444988669,-211495.1863695582,-0.0,-0.23782343987823484,-25.0,-25.237823439878234,59712.53464574777
2025-01-03 12:42:00,-0.6258944678050228,-0.06241957193166967,0.0,-1.0,273.42,59.011,0.0,-0.0,12147.081234018673,2.85221222011142,-24.97323196694202,12124.960214271843,71837.49486001962
2025-01-03 12:43:00,1.3715448118936127,-0.05948046852032089,1.0,1.0,273.66,59.152,45677.117591171525,-211319.98918041654,0.0,-0.23782343987823484,-25.0,-25.237823439878234,71812.25703657974
2025-01-03 12:44:00,-1.112119290118424,-0.05152437369764433,1.0,0.0,273.42,58.901,45717.211615829125,-212220.50559413253,42078.80906240248,2.6135549829021576,-0.06400382550616619,42081.358613559874,113893.61565013962
