dt,sber_close,ofz40_close,ofz41_close,hedge_close,beta,z,vol_scale,spread_vol,regime,pos_dir,pos_change,sber_qty,ofz40_qty,ofz41_qty,pnl_price,pnl_carry,pnl_commission,pnl_total,pnl_cum,pnl_cum_max,drawdown,ret
2025-01-03 11:04:00,275.11,59.79,72.299,66.0445,0.02831626543317328,0.11021351476285096,0.25,0.0009521709413656603,sideways,0.0,1.0,0.0,-0.0,-0.0,17447.850815177426,-2.8534663948348644,-25.013813469568586,17419.983535313022,-80276.98328605921,0.0,-80276.98328605921,0.00017419983535313022
2025-01-03 11:05:00,274.86,59.782,72.252,66.017,0.03060301546558492,-0.6380290909686124,0.25,0.0009474771458633603,bear,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-80276.98328605921,0.0,-80276.98328605921,0.0
2025-01-03 11:06:00,275.02,59.618,72.299,65.9585,0.023503280835722992,0.9294554753858548,0.25,0.0009465175921172531,bear,-1.0,-1.0,-45451.23990982474,104834.1105035392,86446.5621931147,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-80302.22110949909,0.0,-80302.22110949909,-2.5237823439878236e-07
2025-01-03 11:07:00,275.1,59.769,72.25,66.0095,0.02750589674589628,0.5710922867535497,0.25,0.0009413733314495225,bear,0.0,1.0,0.0,-0.0,-0.0,7957.969945782994,-2.854711438171869,-25.015230168331357,7930.100004176491,-72372.1211053226,0.0,-72372.1211053226,7.930100004176491e-05
2025-01-03 11:09:00,274.68,59.779,72.249,66.014,0.026495113350434637,-1.3098572901336825,0.25,0.0009470682743158443,bear,-1.0,-1.0,-45507.49963594,104551.76567021864,86506.38763166273,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-72397.35892876248,0.0,-72397.35892876248,-2.5237823439878236e-07
2025-01-03 11:10:00,274.96,59.773,72.196,65.9845,0.021393755596426138,1.359244681107397,0.25,0.0009537288201535289,bear,-1.0,0.0,-45461.157986616236,104562.26055242332,86569.89306886808,-17954.24903656118,-3.094613873644916,-0.01795424903656169,-17957.36160468386,-90354.72053344634,0.0,-90354.72053344634,-0.0001795736160468386
2025-01-03 11:11:00,274.72,59.764,72.038,65.901,0.027807896222318572,-0.5916662370987154,0.25,0.0009489628988691031,bear,0.0,1.0,0.0,-0.0,-0.0,-3708.425533067386,-2.8513902561833824,-24.97447021863336,-3736.251393542203,-94090.97192698854,0.0,-94090.97192698854,-3.736251393542203e-05
2025-01-03 11:12:00,274.69,59.601,72.188,65.8945,0.02772679403687732,0.17745330418780564,0.25,0.0009419745467440203,bear,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-94090.97192698854,0.0,-94090.97192698854,0.0
2025-01-03 11:14:00,275.02,59.65,72.08,65.865,0.02239886916278408,1.5364359986053682,0.25,0.0009521004823715523,bear,-1.0,-1.0,-45451.23990982474,104777.87091366304,86709.21198668146,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-94116.20975042842,0.0,-94116.20975042842,-2.5237823439878236e-07
2025-01-03 11:15:00,274.96,59.621,72.07,65.8455,0.022314554103095848,0.04159757789018195,0.25,0.0009450860186033583,bear,0.0,1.0,0.0,-0.0,-0.0,-1178.575981773517,-2.85325865881402,-24.993367275229044,-1206.42260770756,-95322.63235813598,0.0,-95322.63235813598,-1.20642260770756e-05
2025-01-03 11:16:00,274.99,59.65,72.07,65.86,0.023182012360406366,0.37238332093257315,0.25,0.0009391706674414504,bear,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-95322.63235813598,0.0,-95322.63235813598,0.0
2025-01-03 11:17:00,275.0,59.65,72.07,65.86,0.023309702328988706,0.29802050692384774,0.25,0.0009330388676957586,bear,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-95322.63235813598,0.0,-95322.63235813598,0.0
2025-01-03 11:18:00,275.15,59.621,72.147,65.884,0.026178121733851967,0.8235132232879944,0.25,0.0009309655370898362,bear,-1.0,-1.0,-45429.7655824096,104828.83547743244,86628.6886495627,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-95347.87018157585,0.0,-95347.87018157585,-2.5237823439878236e-07
2025-01-03 11:19:00,275.15,59.602,72.167,65.8845,0.026284281658124783,0.2458135000402073,0.25,0.0009248715312797076,bear,0.0,1.0,0.0,-0.0,-0.0,-259.17410108087915,-2.853881278538813,-24.999740825898915,-287.0277231853169,-95634.89790476116,0.0,-95634.89790476116,-2.8702772318531692e-06
2025-01-03 11:20:00,275.3,59.636,72.21,65.923,0.03049560279546681,0.8069190629469293,0.25,0.0009226965416911921,bear,-1.0,-1.0,-45405.01271340356,104802.46830773358,86553.10898767484,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-95660.13572820104,0.0,-95660.13572820104,-2.5237823439878236e-07
2025-01-03 11:23:00,275.13,59.593,72.261,65.92699999999999,0.030152530035111647,-0.43231465183194556,0.25,0.0009176163017561982,bear,0.0,1.0,0.0,-0.0,-0.0,7626.5545824184455,-2.852118983524822,-24.99218885025986,7598.710274584661,-88061.42545361638,0.0,-88061.42545361638,7.598710274584661e-05
2025-01-03 11:24:00,275.27,59.512,72.17,65.84100000000001,0.021602673649615663,0.8186029371426621,0.25,0.0009156335425981339,bear,-1.0,-1.0,-45409.96112907328,105020.83613388897,86601.08078148816,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-88086.66327705626,0.0,-88086.66327705626,-2.5237823439878236e-07
2025-01-03 11:25:00,275.06,59.591,72.07,65.8305,0.0221237573896375,-0.5919064398403487,0.25,0.0009117216811296258,bear,0.0,1.0,0.0,-0.0,-0.0,9172.6298135322,-2.851704088621666,-24.990100446139323,9144.788008997439,-78941.87526805882,0.0,-78941.87526805882,9.144788008997439e-05
2025-01-03 11:26:00,275.11,59.584,72.169,65.8765,0.024639676862350243,0.41824542691020306,0.25,0.0009068262854467134,bear,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-78941.87526805882,0.0,-78941.87526805882,0.0
2025-01-03 11:28:00,275.24,59.57,72.1,65.835,0.021062146750619574,0.7646107566030111,0.25,0.0009044345883764732,bear,-1.0,-1.0,-45414.91062345589,104918.58317945275,86685.1595006935,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-78967.1130914987,0.0,-78967.1130914987,-2.5237823439878236e-07
2025-01-03 11:29:00,275.22,59.563,72.1,65.8315,0.021058487602377777,0.14740569464385084,0.25,0.0008988172888509665,bear,0.0,1.0,0.0,-0.0,-0.0,173.8681302123432,-2.8536739045177013,-24.998357271705277,146.0160990361202,-78821.09699246258,0.0,-78821.09699246258,1.4601609903612021e-06
2025-01-03 11:30:00,274.9,59.564,72.293,65.9285,0.008209348747940447,-1.0655376663713418,0.25,0.0008996703433026335,bear,-1.0,-1.0,-45471.080392870135,104929.15183667987,86453.73687632273,-0.0,-0.23782343987823484,-25.0,-25.237823439878234,-78846.33481590246,0.0,-78846.33481590246,-2.5237823439878236e-07
2025-01-03 11:31:00,274.31,59.564,72.267,65.9155,0.010937858433995248,-2.071721226140647,0.25,0.0009190943115721265,bear,1.0,2.0,45568.88192191316,-104929.15183667987,-86484.84093708056,24580.140273006946,-3.085579618546775,-49.97092426540942,24527.08376912299,-54319.25104677947,0.0,-54319.25104677947,0.0002452708376912299
2025-01-03 11:32:00,274.59,59.565,72.267,65.916,0.01137367226673719,1.3478350855887338,0.25,0.0009238921157722209,bear,1.0,0.0,45522.41523726283,-104927.3902459498,-86484.84093708056,12654.357786298007,2.6189709178701976,-0.012864216089970782,12656.963892999787,-41662.28715377968,0.0,-41662.28715377968,0.00012656963892999787
2025-01-03 11:33:00,274.94,59.564,72.285,65.9245,0.013431859756101271,1.5861516704881133,0.25,0.0009327298467750892,bear,-1.0,-2.0,-45464.46497417618,104929.15183667987,86463.3049733693,14481.045586421222,2.6196954745813636,-50.017384645079666,14433.647897250723,-27228.639256528957,0.0,-27228.639256528957,0.00014433647897250723
2025-01-03 11:34:00,274.9,59.494,72.268,65.881,0.013061797174551104,0.07426541984966972,0.25,0.0009271920670902382,bear,0.0,1.0,0.0,-0.0,-0.0,-6996.338214146567,-2.853466077945441,-24.989366504587917,-7024.181046729101,-34252.82030325806,0.0,-34252.82030325806,-7.024181046729101e-05
2025-01-03 11:35:00,275.1,59.452,72.267,65.8595,0.010771630193235874,0.9984012092414232,0.25,0.0009272399299146313,bear,-1.0,-1.0,-45438.022537259174,105126.82500168204,86484.84093708056,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-34278.058126697935,0.0,-34278.058126697935,-2.5237823439878236e-07
2025-01-03 11:36:00,275.08,59.456,72.204,65.83,0.01033680165083921,0.13576002108189564,0.25,0.0009219331950736036,bear,0.0,1.0,0.0,-0.0,-0.0,-4119.2772282821,-2.8536737989838477,-24.994063201870226,-4147.124965282954,-38425.183091980885,0.0,-38425.183091980885,-4.147124965282954e-05
2025-01-03 11:39:00,275.75,59.46,72.2,65.83,0.01136559303800645,2.711194621016704,0.25,0.0009584964416956901,bear,-1.0,-1.0,-45330.915684496824,105112.68079381097,86565.09695290859,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-38450.420915420764,0.0,-38450.420915420764,-2.5237823439878236e-07
2025-01-03 11:40:00,275.66,59.591,72.2,65.8955,0.009835114030427885,-0.17958808376947774,0.25,0.0009532115785633345,bear,0.0,1.0,0.0,-0.0,-0.0,17849.54359559284,-2.8529498213672135,-25.009689978772382,17821.6809557927,-20628.739959628063,0.0,-20628.739959628063,0.00017821680955792702
2025-01-03 11:41:00,275.49,59.464,72.2,65.832,0.013265823693128252,-0.4573415887225891,0.25,0.0009489697721512198,bear,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-20628.739959628063,0.0,-20628.739959628063,0.0
2025-01-03 11:42:00,275.5,59.451,72.132,65.7915,0.01225103155285378,0.22392697786622476,0.25,0.0009439489428868756,bear,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-20628.739959628063,0.0,-20628.739959628063,0.0
2025-01-03 11:43:00,275.68,59.593,72.15,65.8715,0.02062202881256795,0.8351766665713684,0.25,0.0009424071186961543,bear,-1.0,-1.0,-45342.42600116076,104878.0897085228,86625.08662508662,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-20653.97778306794,0.0,-20653.97778306794,-2.5237823439878236e-07
2025-01-03 11:44:00,275.4,59.464,72.132,65.798,0.027943977798853065,-0.8677684936822253,0.25,0.0009411735269929261,bear,-1.0,0.0,-45388.52578068265,105105.61011704561,86646.70326623412,-2392.645851325219,-3.0888061158416305,-0.027784404411978866,-2395.762441845473,-23049.740224913414,0.0,-23049.740224913414,-2.3957624418454728e-05
2025-01-03 11:45:00,275.3,59.564,72.12,65.842,0.026694570993729846,-0.2252315819847247,0.25,0.0009363579701533836,bear,0.0,1.0,0.0,-0.0,-0.0,14009.653150576578,-2.8528450108269254,-25.004931947994443,13981.795373617757,-9067.944851295657,0.0,-9067.944851295657,0.00013981795373617758
2025-01-03 11:46:00,275.29,59.556,72.257,65.9065,0.02756688395494004,0.11337141749573666,0.25,0.0009314283916926082,bear,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-9067.944851295657,0.0,-9067.944851295657,0.0
2025-01-03 11:47:00,275.43,59.545,72.111,65.828,0.021025377365020605,0.7480270793748117,0.25,0.0009292831221492098,bear,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-9067.944851295657,0.0,-9067.944851295657,0.0
2025-01-03 11:48:00,275.65,59.45,72.256,65.85300000000001,0.024209551179299647,1.0126104660726132,0.25,0.0009294600956237159,bear,-1.0,-1.0,-45347.360783602395,105130.36164844407,86498.00708591675,0.0,-0.23782343987823484,-25.0,-25.237823439878234,-9093.182674735535,0.0,-9093.182674735535,-2.5237823439878236e-07
2025-01-03 11:49:00,275.59,59.529,72.256,65.8925,0.023798072257760657,-0.08596338074056367,0.25,0.0009246922423939947,bear,0.0,1.0,0.0,-0.0,-0.0,11026.140217243394,-2.8532600818157494,-25.00558445692321,10998.281372704654,1905.0986979691188,1905.0986979691188,0.0,0.00010998281372704654
2025-01-03 11:50:00,275.48,59.523,72.256,65.8895,0.023826131618612228,-0.2641553802958011,0.25,0.0009202933991511917,bear,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,1905.0986979691188,1905.0986979691188,0.0,0.0
2025-01-03 11:51:00,275.22,59.526,72.259,65.8925,0.02334551787246834,-0.850820057673521,0.25,0.0009190342538026156,bear,-1.0,-1.0,-45418.21088583678,104996.13614218996,86494.41592050817,-0.0,-0.23782343987823484,-25.0,-25.237823439878234,1879.8608745292406,1905.0986979691188,-25.237823439878184,-2.5237823439878236e-07
2025-01-03 11:52:00,275.14,59.534,72.259,65.8965,0.02325161303450939,-0.1398105004563322,0.25,0.0009145178243823782,bear,0.0,1.0,0.0,-0.0,-0.0,4473.425960005856,-2.853051722175601,-24.997206512218266,4445.575701771462,6325.436576300703,6325.436576300703,0.0,4.445575701771462e-05
2025-01-03 11:54:00,275.38,59.539,72.2,65.8695,0.020112506733368656,1.1294648978220523,0.25,0.0009158396381981138,bear,-1.0,-1.0,-45391.82220931077,104973.2108365945,86565.09695290859,0.0,-0.23782343987823484,-25.0,-25.237823439878234,6300.198752860824,6325.436576300703,-25.23782343987841,-2.5237823439878236e-07
