regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,9074,2008573.2818968827,2.2135478090113318e-06,0.00016152171994853102,4.296259939204042
bull,9282,-2064672.1092075687,-2.224382793802595e-06,0.0001540449566453285,-4.526834495348402
sideways,2220,713522.649130382,3.2140659870737933e-06,0.00010341393974159855,9.743349452401672
