regime,minutes,pnl_sum,ret_mean,ret_std,sharpe
bear,34820,27688734.447137926,7.95196279354909e-06,0.00042354737458833315,5.88579212015103
bull,35384,20341157.33132637,5.748687918642994e-06,0.0003952732426734994,4.559360054134192
sideways,24964,7606610.433828339,3.0470318994665665e-06,0.00022868061368607652,4.1771514895726805
